"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-June-2013 00:00","13.680","279.600","14.280","274.100"
"Prentiss","01-June-2013 01:00","12.970","283.000","12.030","280.800"
"Prentiss","01-June-2013 02:00","14.370","292.800","13.690","281.400"
"Prentiss","01-June-2013 03:00","8.840","357.700","10.000","309.700"
"Prentiss","01-June-2013 04:00","3.253","1.331","7.040","15.340"
"Prentiss","01-June-2013 05:00","6.738","290.400","5.690","309.200"
"Prentiss","01-June-2013 06:00","8.260","295.600","7.410","293.800"
"Prentiss","01-June-2013 07:00","8.950","305.700","7.350","304.100"
"Prentiss","01-June-2013 08:00","6.670","29.740","5.552","346.900"
"Prentiss","01-June-2013 09:00","5.142","302.500","6.400","354.000"
"Prentiss","01-June-2013 10:00","3.479","301.800","4.176","273.700"
"Prentiss","01-June-2013 11:00","2.714","254.800","4.963","311.600"
"Prentiss","01-June-2013 12:00","5.989","339.400","5.117","4.635"
"Prentiss","01-June-2013 13:00","3.194","321.800","4.240","346.900"
"Prentiss","01-June-2013 14:00","5.506","136.500","5.355","124.900"
"Prentiss","01-June-2013 15:00","4.724","120.400","4.668","138.000"
"Prentiss","01-June-2013 16:00","3.381","21.950","4.644","121.800"
"Prentiss","01-June-2013 17:00","2.818","29.460","4.107","44.410"
"Prentiss","01-June-2013 18:00","8.460","188.600","9.410","56.650"
"Prentiss","01-June-2013 19:00","16.420","109.900","14.980","80.300"
"Prentiss","01-June-2013 20:00","37.110","66.570","24.300","90.900"
"Prentiss","01-June-2013 21:00","14.780","31.390","16.430","40.320"
"Prentiss","01-June-2013 22:00","11.380","15.190","12.260","15.850"
"Prentiss","01-June-2013 23:00","9.510","77.100","9.260","52.980"
"Prentiss","02-June-2013 00:00","1.598","325.600","6.090","105.900"
"Prentiss","02-June-2013 01:00","7.810","59.710","6.690","64.100"
"Prentiss","02-June-2013 02:00","5.940","","6.510",""
"Prentiss","02-June-2013 03:00","4.066","125.000","6.334","115.400"
"Prentiss","02-June-2013 04:00","6.198","293.000","7.030","288.500"
"Prentiss","02-June-2013 05:00","5.837","312.100","6.795","317.000"
"Prentiss","02-June-2013 06:00","10.300","345.700","8.890","341.400"
"Prentiss","02-June-2013 07:00","8.500","14.740","8.490","9.900"
"Prentiss","02-June-2013 08:00","12.660","50.100","10.150","42.990"
"Prentiss","02-June-2013 09:00","13.360","33.880","12.220","42.740"
"Prentiss","02-June-2013 10:00","13.680","38.920","14.560","37.810"
"Prentiss","02-June-2013 11:00","17.890","22.070","17.800","23.510"
