"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-August-2013 00:00","4.703","273.100","6.077","230.200"
"Prentiss","01-August-2013 01:00","7.340","218.100","5.127","227.300"
"Prentiss","01-August-2013 02:00","3.898","225.300","5.629","224.000"
"Prentiss","01-August-2013 03:00","3.708","195.600","5.905","208.000"
"Prentiss","01-August-2013 04:00","5.305","278.800","5.724","250.800"
"Prentiss","01-August-2013 05:00","1.150","200.600","2.475","238.600"
"Prentiss","01-August-2013 06:00","2.304","222.200","3.565","200.700"
"Prentiss","01-August-2013 07:00","5.191","256.900","2.920","245.700"
"Prentiss","01-August-2013 08:00","9.060","224.500","9.320","229.300"
"Prentiss","01-August-2013 09:00","6.054","197.500","7.690","212.200"
"Prentiss","01-August-2013 10:00","6.727","173.700","8.000","169.000"
"Prentiss","01-August-2013 11:00","6.956","131.100","6.043","147.400"
"Prentiss","01-August-2013 12:00","5.767","142.100","7.470","138.300"
"Prentiss","01-August-2013 13:00","8.870","136.500","7.120","139.800"
"Prentiss","01-August-2013 14:00","6.486","142.500","8.120","146.100"
"Prentiss","01-August-2013 15:00","9.470","117.400","8.020","126.600"
"Prentiss","01-August-2013 16:00","8.290","57.590","6.866","90.400"
"Prentiss","01-August-2013 17:00","9.120","4.012","10.830","352.800"
"Prentiss","01-August-2013 18:00","12.070","19.130","10.990","9.830"
"Prentiss","01-August-2013 19:00","17.000","244.500","10.450","338.900"
"Prentiss","01-August-2013 20:00","10.780","282.100","11.800","271.400"
"Prentiss","01-August-2013 21:00","1.486","59.190","4.671","289.700"
"Prentiss","01-August-2013 22:00","7.040","58.760","6.164","59.260"
"Prentiss","01-August-2013 23:00","4.422","65.960","5.428","65.540"
"Prentiss","02-August-2013 00:00","6.278","96.900","5.906","81.600"
"Prentiss","02-August-2013 01:00","6.879","94.400","6.639","91.800"
"Prentiss","02-August-2013 02:00","8.160","111.400","7.580","97.200"
"Prentiss","02-August-2013 03:00","5.523","129.200","7.300","129.200"
"Prentiss","02-August-2013 04:00","7.110","105.700","6.029","113.600"
"Prentiss","02-August-2013 05:00","7.260","136.600","6.293","133.500"
"Prentiss","02-August-2013 06:00","7.110","137.200","6.688","128.900"
"Prentiss","02-August-2013 07:00","5.712","121.700","5.778","122.100"
"Prentiss","02-August-2013 08:00","11.530","111.500","9.030","108.900"
"Prentiss","02-August-2013 09:00","14.360","132.700","13.200","120.500"
"Prentiss","02-August-2013 10:00","14.460","179.800","13.830","159.100"
"Prentiss","02-August-2013 11:00","13.520","139.400","13.020","167.700"
"Prentiss","02-August-2013 12:00","11.290","134.900","11.280","133.800"
"Prentiss","02-August-2013 13:00","3.515","81.700","6.779","95.100"
"Prentiss","02-August-2013 14:00","6.912","104.900","6.626","91.300"
"Prentiss","02-August-2013 15:00","11.630","119.200","12.500","116.800"
"Prentiss","02-August-2013 16:00","13.590","106.600","11.420","106.300"
"Prentiss","02-August-2013 17:00","13.560","106.600","15.010","106.300"
"Prentiss","02-August-2013 18:00","10.570","93.000","12.910","100.800"
"Prentiss","02-August-2013 19:00","7.990","88.800","9.110","86.300"
"Prentiss","02-August-2013 20:00","18.320","192.800","10.470","163.600"
"Prentiss","02-August-2013 21:00","13.640","202.800","14.400","200.300"
"Prentiss","02-August-2013 22:00","12.440","214.500","12.470","207.100"
"Prentiss","02-August-2013 23:00","7.280","200.300","10.280","208.700"
"Prentiss","03-August-2013 00:00","5.991","131.800","6.364","142.900"
"Prentiss","03-August-2013 01:00","13.820","190.800","10.450","188.200"
"Prentiss","03-August-2013 02:00","5.226","94.500","7.700","153.900"
"Prentiss","03-August-2013 03:00","5.398","110.300","5.357","117.200"
"Prentiss","03-August-2013 04:00","5.436","90.900","6.470","107.900"
"Prentiss","03-August-2013 05:00","6.139","163.600","5.378","118.700"
"Prentiss","03-August-2013 06:00","14.230","188.000","14.080","183.800"
"Prentiss","03-August-2013 07:00","11.790","173.700","12.320","176.200"
"Prentiss","03-August-2013 08:00","18.710","181.900","16.740","179.600"
"Prentiss","03-August-2013 09:00","19.190","170.900","16.580","175.100"
"Prentiss","03-August-2013 10:00","18.610","161.700","19.720","165.600"
"Prentiss","03-August-2013 11:00","17.900","169.500","17.900","162.700"
"Prentiss","03-August-2013 12:00","20.180","167.800","19.210","168.400"
"Prentiss","03-August-2013 13:00","16.340","167.600","18.200","169.300"
"Prentiss","03-August-2013 14:00","17.670","168.400","17.170","165.700"
"Prentiss","03-August-2013 15:00","17.160","171.500","16.980","166.000"
"Prentiss","03-August-2013 16:00","14.790","149.600","14.800","163.700"
"Prentiss","03-August-2013 17:00","12.440","151.500","13.820","150.300"
"Prentiss","03-August-2013 18:00","11.520","153.800","12.160","147.800"
"Prentiss","03-August-2013 19:00","7.800","178.600","9.250","164.700"
"Prentiss","03-August-2013 20:00","8.090","228.300","7.660","214.800"
"Prentiss","03-August-2013 21:00","7.430","247.400","7.930","230.300"
"Prentiss","03-August-2013 22:00","7.820","207.900","8.140","225.700"
"Prentiss","03-August-2013 23:00","7.770","169.800","8.370","196.800"
"Prentiss","04-August-2013 00:00","3.907","142.900","4.356","129.100"
"Prentiss","04-August-2013 01:00","9.760","224.400","4.212","189.800"
"Prentiss","04-August-2013 02:00","9.180","249.700","10.690","240.400"
"Prentiss","04-August-2013 03:00","10.920","260.900","9.960","259.100"
"Prentiss","04-August-2013 04:00","9.240","265.600","10.970","268.800"
"Prentiss","04-August-2013 05:00","1.532","231.500","3.199","232.300"
"Prentiss","04-August-2013 06:00","10.300","238.700","6.610","248.800"
"Prentiss","04-August-2013 07:00","10.540","254.400","10.260","246.400"
"Prentiss","04-August-2013 08:00","10.670","250.700","11.020","250.700"
"Prentiss","04-August-2013 09:00","9.410","272.500","10.260","269.500"
"Prentiss","04-August-2013 10:00","4.749","174.400","4.080","225.300"
"Prentiss","04-August-2013 11:00","5.302","222.300","6.218","220.900"
"Prentiss","04-August-2013 12:00","9.750","173.000","8.800","190.000"
"Prentiss","04-August-2013 13:00","4.706","262.700","7.670","233.600"
"Prentiss","04-August-2013 14:00","6.004","255.200","7.410","244.000"
"Prentiss","04-August-2013 15:00","9.360","122.300","7.310","143.000"
"Prentiss","04-August-2013 16:00","6.496","142.200","7.300","136.800"
"Prentiss","04-August-2013 17:00","8.410","154.300","7.550","147.500"
"Prentiss","04-August-2013 18:00","2.160","280.400","5.482","219.200"
"Prentiss","04-August-2013 19:00","11.970","309.200","14.660","303.800"
"Prentiss","04-August-2013 20:00","9.870","98.800","7.500","324.600"
"Prentiss","04-August-2013 21:00","3.762","337.900","5.629","55.660"
"Prentiss","04-August-2013 22:00","13.220","292.600","8.750","302.000"
"Prentiss","04-August-2013 23:00","12.600","292.100","13.590","287.500"
"Prentiss","05-August-2013 00:00","15.640","312.900","15.460","306.500"
"Prentiss","05-August-2013 01:00","11.620","303.000","12.430","311.700"
"Prentiss","05-August-2013 02:00","9.450","294.300","10.160","303.000"
"Prentiss","05-August-2013 03:00","11.060","280.200","11.080","289.500"
"Prentiss","05-August-2013 04:00","9.320","292.400","9.140","291.100"
"Prentiss","05-August-2013 05:00","8.340","278.700","9.110","280.100"
"Prentiss","05-August-2013 06:00","8.670","269.100","8.770","274.800"
"Prentiss","05-August-2013 07:00","7.570","275.800","8.560","271.900"
"Prentiss","05-August-2013 08:00","7.350","284.300","7.550","277.300"
"Prentiss","05-August-2013 09:00","6.477","255.800","6.985","268.100"
"Prentiss","05-August-2013 10:00","8.820","276.200","7.490","272.100"
"Prentiss","05-August-2013 11:00","8.820","240.900","8.860","245.400"
"Prentiss","05-August-2013 12:00","10.510","308.900","9.530","293.600"
"Prentiss","05-August-2013 13:00","15.910","330.200","13.660","324.100"
"Prentiss","05-August-2013 14:00","28.860","330.600","16.460","328.600"
"Prentiss","05-August-2013 15:00","14.550","320.600","16.830","322.800"
"Prentiss","05-August-2013 16:00","15.030","333.200","14.350","327.700"
"Prentiss","05-August-2013 17:00","19.130","313.200","17.510","317.100"
"Prentiss","05-August-2013 18:00","11.930","310.700","17.100","308.700"
"Prentiss","05-August-2013 19:00","10.800","325.000","10.050","319.900"
"Prentiss","05-August-2013 20:00","9.960","298.400","10.980","321.400"
"Prentiss","05-August-2013 21:00","9.360","284.500","8.890","291.800"
"Prentiss","05-August-2013 22:00","10.550","277.600","10.670","279.700"
"Prentiss","05-August-2013 23:00","10.320","278.100","10.010","274.700"
"Prentiss","06-August-2013 00:00","9.810","266.000","9.830","273.900"
"Prentiss","06-August-2013 01:00","11.610","281.100","11.210","277.900"
"Prentiss","06-August-2013 02:00","13.200","283.900","11.710","283.200"
"Prentiss","06-August-2013 03:00","11.160","298.300","11.900","295.100"
"Prentiss","06-August-2013 04:00","15.670","345.100","12.020","318.800"
"Prentiss","06-August-2013 05:00","20.060","13.840","18.990","4.778"
"Prentiss","06-August-2013 06:00","18.760","9.870","17.290","8.870"
"Prentiss","06-August-2013 07:00","9.270","0.442","15.390","13.960"
"Prentiss","06-August-2013 08:00","11.750","19.640","12.940","14.240"
"Prentiss","06-August-2013 09:00","12.520","47.870","12.980","18.170"
"Prentiss","06-August-2013 10:00","10.190","78.000","10.820","45.790"
"Prentiss","06-August-2013 11:00","7.610","15.790","8.380","61.350"
"Prentiss","06-August-2013 12:00","8.570","111.700","5.979","81.100"
"Prentiss","06-August-2013 13:00","4.708","117.900","3.056","129.100"
"Prentiss","06-August-2013 14:00","9.600","114.400","8.150","117.300"
"Prentiss","06-August-2013 15:00","7.480","160.600","6.140","110.200"
"Prentiss","06-August-2013 16:00","8.000","112.200","8.060","119.400"
"Prentiss","06-August-2013 17:00","7.030","121.000","7.250","120.800"
"Prentiss","06-August-2013 18:00","4.734","155.200","4.791","146.400"
"Prentiss","06-August-2013 19:00","5.652","207.200","5.438","175.900"
"Prentiss","06-August-2013 20:00","8.210","176.100","6.830","180.100"
"Prentiss","06-August-2013 21:00","8.780","202.500","9.020","185.500"
"Prentiss","06-August-2013 22:00","8.040","195.600","7.310","204.100"
"Prentiss","06-August-2013 23:00","12.680","210.800","10.940","206.900"
"Prentiss","07-August-2013 00:00","11.200","216.800","11.490","213.300"
"Prentiss","07-August-2013 01:00","12.860","227.600","12.850","223.000"
"Prentiss","07-August-2013 02:00","12.360","233.300","12.240","233.000"
"Prentiss","07-August-2013 03:00","2.371","153.700","5.570","204.600"
"Prentiss","07-August-2013 04:00","4.028","152.800","3.486","194.300"
"Prentiss","07-August-2013 05:00","6.582","210.600","3.364","185.100"
"Prentiss","07-August-2013 06:00","3.806","213.100","7.380","217.500"
"Prentiss","07-August-2013 07:00","4.684","219.600","5.834","229.100"
"Prentiss","07-August-2013 08:00","5.431","218.600","5.557","221.800"
"Prentiss","07-August-2013 09:00","6.465","213.100","6.951","212.200"
"Prentiss","07-August-2013 10:00","5.852","211.900","5.426","203.000"
"Prentiss","07-August-2013 11:00","4.686","225.600","5.588","212.600"
"Prentiss","07-August-2013 12:00","3.858","126.200","4.741","212.500"
"Prentiss","07-August-2013 13:00","6.238","321.300","4.936","318.900"
"Prentiss","07-August-2013 14:00","8.390","353.300","5.234","344.700"
"Prentiss","07-August-2013 15:00","10.630","7.750","16.220","349.700"
"Prentiss","07-August-2013 16:00","8.370","43.100","8.940","25.140"
"Prentiss","07-August-2013 17:00","17.850","55.190","15.460","55.030"
"Prentiss","07-August-2013 18:00","15.640","93.900","16.860","80.000"
"Prentiss","07-August-2013 19:00","7.340","74.800","9.510","83.800"
"Prentiss","07-August-2013 20:00","2.810","82.200","5.481","61.860"
"Prentiss","07-August-2013 21:00","0.434","156.200","2.230","65.310"
"Prentiss","07-August-2013 22:00","0.278","330.000","1.662","68.250"
"Prentiss","07-August-2013 23:00","5.664","52.080","4.480","70.200"
"Prentiss","08-August-2013 00:00","6.203","68.820","5.921","55.200"
"Prentiss","08-August-2013 01:00","8.740","67.520","6.404","74.700"
"Prentiss","08-August-2013 02:00","8.310","104.500","8.280","86.700"
"Prentiss","08-August-2013 03:00","8.890","79.500","6.444","90.300"
"Prentiss","08-August-2013 04:00","8.770","85.400","8.420","87.300"
"Prentiss","08-August-2013 05:00","9.560","102.900","9.490","93.500"
"Prentiss","08-August-2013 06:00","12.160","115.600","10.450","111.500"
"Prentiss","08-August-2013 07:00","10.560","113.700","11.350","124.400"
"Prentiss","08-August-2013 08:00","15.660","122.000","12.170","117.400"
"Prentiss","08-August-2013 09:00","14.630","105.100","12.970","112.600"
"Prentiss","08-August-2013 10:00","16.090","100.300","15.360","104.900"
"Prentiss","08-August-2013 11:00","16.570","109.900","16.470","105.000"
"Prentiss","08-August-2013 12:00","19.930","116.200","18.110","114.400"
"Prentiss","08-August-2013 13:00","16.770","123.700","17.050","125.000"
"Prentiss","08-August-2013 14:00","14.030","141.400","13.910","140.300"
"Prentiss","08-August-2013 15:00","8.180","152.100","10.220","148.700"
"Prentiss","08-August-2013 16:00","5.531","174.500","6.786","155.600"
"Prentiss","08-August-2013 17:00","9.950","142.400","8.490","152.000"
"Prentiss","08-August-2013 18:00","7.080","143.600","9.370","141.300"
"Prentiss","08-August-2013 19:00","6.515","114.400","6.567","127.000"
"Prentiss","08-August-2013 20:00","5.008","108.700","5.224","109.900"
"Prentiss","08-August-2013 21:00","4.264","138.700","3.874","118.000"
"Prentiss","08-August-2013 22:00","7.050","132.000","5.991","134.700"
"Prentiss","08-August-2013 23:00","7.330","144.400","5.815","135.600"
"Prentiss","09-August-2013 00:00","8.870","119.600","7.730","139.200"
"Prentiss","09-August-2013 01:00","11.530","135.800","9.480","125.900"
"Prentiss","09-August-2013 02:00","13.150","145.200","11.930","137.500"
"Prentiss","09-August-2013 03:00","9.480","148.500","11.070","147.700"
"Prentiss","09-August-2013 04:00","9.340","134.100","10.430","135.800"
"Prentiss","09-August-2013 05:00","10.810","158.200","9.040","147.500"
"Prentiss","09-August-2013 06:00","12.930","141.600","14.160","159.300"
"Prentiss","09-August-2013 07:00","13.280","139.700","12.950","139.600"
"Prentiss","09-August-2013 08:00","11.640","134.300","10.920","136.000"
"Prentiss","09-August-2013 09:00","17.720","149.100","15.630","149.800"
"Prentiss","09-August-2013 10:00","16.880","149.900","18.170","152.600"
"Prentiss","09-August-2013 11:00","18.280","","18.540",""
"Prentiss","09-August-2013 12:00","19.680","135.400","18.900","150.200"
"Prentiss","09-August-2013 13:00","20.300","158.300","20.770","150.400"
"Prentiss","09-August-2013 14:00","17.010","142.600","19.470","146.300"
"Prentiss","09-August-2013 15:00","17.270","146.100","18.050","142.000"
"Prentiss","09-August-2013 16:00","16.510","138.100","16.570","144.800"
"Prentiss","09-August-2013 17:00","16.510","136.800","15.440","138.900"
"Prentiss","09-August-2013 18:00","10.110","141.800","14.470","137.600"
"Prentiss","09-August-2013 19:00","7.490","129.400","8.880","135.700"
"Prentiss","09-August-2013 20:00","7.160","103.100","8.290","110.100"
"Prentiss","09-August-2013 21:00","10.960","130.300","8.480","121.500"
"Prentiss","09-August-2013 22:00","10.340","131.800","11.180","139.300"
"Prentiss","09-August-2013 23:00","12.400","131.100","12.250","130.100"
"Prentiss","10-August-2013 00:00","6.929","117.800","9.280","120.600"
"Prentiss","10-August-2013 01:00","8.990","121.800","7.850","121.700"
"Prentiss","10-August-2013 02:00","11.600","129.000","11.540","125.600"
"Prentiss","10-August-2013 03:00","7.160","122.000","8.250","128.400"
"Prentiss","10-August-2013 04:00","7.200","133.500","6.805","129.700"
"Prentiss","10-August-2013 05:00","7.730","118.200","7.310","120.100"
"Prentiss","10-August-2013 06:00","4.340","101.500","5.258","107.500"
"Prentiss","10-August-2013 07:00","4.300","114.500","4.781","114.800"
"Prentiss","10-August-2013 08:00","6.406","107.600","6.240","106.000"
"Prentiss","10-August-2013 09:00","10.880","119.700","10.030","127.000"
"Prentiss","10-August-2013 10:00","12.180","123.400","11.000","124.100"
"Prentiss","10-August-2013 11:00","17.580","136.800","15.210","136.400"
"Prentiss","10-August-2013 12:00","17.510","148.800","16.340","144.000"
"Prentiss","10-August-2013 13:00","15.250","162.900","16.230","156.300"
"Prentiss","10-August-2013 14:00","17.590","148.600","16.580","149.700"
"Prentiss","10-August-2013 15:00","12.600","161.300","15.330","156.700"
"Prentiss","10-August-2013 16:00","12.810","157.800","13.650","161.400"
"Prentiss","10-August-2013 17:00","15.510","142.500","12.440","150.900"
"Prentiss","10-August-2013 18:00","11.120","144.100","10.690","149.600"
"Prentiss","10-August-2013 19:00","11.310","142.400","10.570","145.300"
"Prentiss","10-August-2013 20:00","7.310","123.800","8.700","135.200"
"Prentiss","10-August-2013 21:00","7.190","117.600","7.530","119.100"
"Prentiss","10-August-2013 22:00","8.460","117.200","8.360","113.800"
"Prentiss","10-August-2013 23:00","8.950","128.100","9.010","116.900"
"Prentiss","11-August-2013 00:00","7.340","117.100","7.460","130.200"
"Prentiss","11-August-2013 01:00","7.200","116.400","8.500","114.600"
"Prentiss","11-August-2013 02:00","7.430","124.000","8.020","117.300"
"Prentiss","11-August-2013 03:00","6.302","110.500","8.430","114.500"
"Prentiss","11-August-2013 04:00","5.661","114.800","5.667","121.100"
"Prentiss","11-August-2013 05:00","3.017","102.300","4.015","98.900"
"Prentiss","11-August-2013 06:00","4.505","112.300","5.625","122.100"
"Prentiss","11-August-2013 07:00","3.736","131.300","3.704","130.400"
"Prentiss","11-August-2013 08:00","9.410","182.300","5.922","172.500"
"Prentiss","11-August-2013 09:00","9.140","182.100","10.290","182.900"
"Prentiss","11-August-2013 10:00","7.200","229.100","7.170","208.000"
"Prentiss","11-August-2013 11:00","11.360","176.000","7.500","161.100"
"Prentiss","11-August-2013 12:00","20.790","198.800","14.220","191.100"
"Prentiss","11-August-2013 13:00","14.720","167.700","15.920","199.100"
"Prentiss","11-August-2013 14:00","11.580","171.000","15.870","185.200"
"Prentiss","11-August-2013 15:00","14.340","196.500","12.940","186.800"
"Prentiss","11-August-2013 16:00","11.860","176.700","11.450","184.500"
"Prentiss","11-August-2013 17:00","7.790","206.400","9.370","173.600"
"Prentiss","11-August-2013 18:00","6.053","215.900","7.010","198.500"
"Prentiss","11-August-2013 19:00","4.352","62.060","4.174","205.700"
"Prentiss","11-August-2013 20:00","2.009","6.647","2.847","90.800"
"Prentiss","11-August-2013 21:00","3.586","139.000","1.757","102.900"
"Prentiss","11-August-2013 22:00","16.980","12.210","9.310","353.100"
"Prentiss","11-August-2013 23:00","26.420","308.700","15.950","322.900"
"Prentiss","12-August-2013 00:00","25.750","343.300","24.650","346.500"
"Prentiss","12-August-2013 01:00","16.240","45.790","20.480","15.690"
"Prentiss","12-August-2013 02:00","12.610","14.150","9.920","52.750"
"Prentiss","12-August-2013 03:00","11.140","140.400","10.940","111.400"
"Prentiss","12-August-2013 04:00","6.007","136.500","9.460","145.700"
"Prentiss","12-August-2013 05:00","5.470","","7.540",""
"Prentiss","12-August-2013 06:00","4.937","293.700","5.625","296.500"
"Prentiss","12-August-2013 07:00","2.481","3.716","5.030","332.000"
"Prentiss","12-August-2013 08:00","3.296","102.200","3.021","48.390"
"Prentiss","12-August-2013 09:00","5.280","239.800","4.364","165.000"
"Prentiss","12-August-2013 10:00","6.933","72.200","3.672","71.300"
"Prentiss","12-August-2013 11:00","11.060","77.300","8.320","87.100"
"Prentiss","12-August-2013 12:00","12.540","82.100","12.070","83.000"
"Prentiss","12-August-2013 13:00","8.120","64.150","10.340","91.600"
"Prentiss","12-August-2013 14:00","6.987","96.700","8.220","104.700"
"Prentiss","12-August-2013 15:00","3.258","111.500","3.718","117.200"
"Prentiss","12-August-2013 16:00","3.434","54.570","4.691","82.000"
