"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-February-2015 00:00","5.090","195.600","3.458","233.500"
"Prentiss","01-February-2015 01:00","6.931","247.800","4.381","237.400"
"Prentiss","01-February-2015 02:00","12.810","247.500","11.610","245.800"
"Prentiss","01-February-2015 03:00","13.590","243.200","13.290","246.100"
"Prentiss","01-February-2015 04:00","2.771","185.000","9.290","231.300"
"Prentiss","01-February-2015 05:00","5.535","141.000","3.508","190.200"
"Prentiss","01-February-2015 06:00","4.811","213.700","4.451","186.900"
"Prentiss","01-February-2015 07:00","14.760","234.400","8.310","238.700"
"Prentiss","01-February-2015 08:00","2.266","224.100","9.010","243.700"
"Prentiss","01-February-2015 09:00","7.080","275.900","4.906","264.900"
"Prentiss","01-February-2015 10:00","5.360","283.200","5.344","268.400"
"Prentiss","01-February-2015 11:00","9.330","272.000","8.950","267.200"
"Prentiss","01-February-2015 12:00","9.570","282.600","6.616","277.200"
"Prentiss","01-February-2015 13:00","8.110","303.800","8.390","294.800"
"Prentiss","01-February-2015 14:00","8.420","340.900","9.140","318.000"
"Prentiss","01-February-2015 15:00","13.210","21.740","8.810","22.650"
"Prentiss","01-February-2015 16:00","13.030","28.110","12.800","24.880"
"Prentiss","01-February-2015 17:00","13.630","28.190","14.260","31.370"
"Prentiss","01-February-2015 18:00","16.650","27.160","13.690","25.290"
"Prentiss","01-February-2015 19:00","10.860","36.620","13.330","31.000"
"Prentiss","01-February-2015 20:00","7.110","31.510","8.210","46.460"
"Prentiss","01-February-2015 21:00","11.910","12.680","8.590","23.170"
"Prentiss","01-February-2015 22:00","17.900","25.360","15.740","18.010"
"Prentiss","01-February-2015 23:00","13.530","29.530","16.280","26.500"
"Prentiss","02-February-2015 00:00","14.520","29.740","13.320","27.340"
"Prentiss","02-February-2015 01:00","14.500","35.130","13.280","33.610"
"Prentiss","02-February-2015 02:00","5.977","28.640","9.190","26.910"
"Prentiss","02-February-2015 03:00","7.480","51.230","7.270","46.190"
"Prentiss","02-February-2015 04:00","7.100","83.900","6.775","65.550"
"Prentiss","02-February-2015 05:00","6.803","123.100","5.890","111.700"
"Prentiss","02-February-2015 06:00","12.890","120.600","10.020","115.300"
"Prentiss","02-February-2015 07:00","14.450","108.200","13.390","121.200"
"Prentiss","02-February-2015 08:00","13.840","114.000","14.200","114.100"
"Prentiss","02-February-2015 09:00","14.540","135.100","13.730","121.200"
"Prentiss","02-February-2015 10:00","9.440","145.100","11.650","137.400"
"Prentiss","02-February-2015 11:00","9.420","124.200","9.710","134.800"
"Prentiss","02-February-2015 12:00","7.630","119.800","8.960","121.400"
"Prentiss","02-February-2015 13:00","6.759","77.100","7.400","98.100"
"Prentiss","02-February-2015 14:00","5.252","71.200","5.751","81.500"
"Prentiss","02-February-2015 15:00","10.510","51.010","7.530","63.060"
"Prentiss","02-February-2015 16:00","11.380","48.970","10.800","49.560"
"Prentiss","02-February-2015 17:00","7.510","37.400","9.670","42.190"
"Prentiss","02-February-2015 18:00","8.400","39.970","7.820","33.820"
"Prentiss","02-February-2015 19:00","3.613","353.800","6.100","27.260"
