"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-October-2014 00:00","12.980","278.900","12.560","287.700"
"Prentiss","01-October-2014 01:00","12.340","278.900","12.720","279.600"
"Prentiss","01-October-2014 02:00","12.700","277.500","12.750","276.100"
"Prentiss","01-October-2014 03:00","13.630","275.000","12.800","277.000"
"Prentiss","01-October-2014 04:00","13.900","263.600","14.140","270.100"
"Prentiss","01-October-2014 05:00","10.440","269.100","12.220","266.800"
"Prentiss","01-October-2014 06:00","11.750","268.000","11.310","267.700"
"Prentiss","01-October-2014 07:00","11.920","254.900","11.910","260.300"
"Prentiss","01-October-2014 08:00","12.150","255.700","12.610","253.200"
"Prentiss","01-October-2014 09:00","11.060","252.500","11.690","253.800"
"Prentiss","01-October-2014 10:00","9.310","245.900","10.150","248.000"
"Prentiss","01-October-2014 11:00","11.950","242.900","11.580","224.700"
"Prentiss","01-October-2014 12:00","17.490","235.700","13.300","243.200"
"Prentiss","01-October-2014 13:00","16.170","226.100","17.540","232.700"
"Prentiss","01-October-2014 14:00","14.810","243.100","13.760","237.800"
"Prentiss","01-October-2014 15:00","6.203","271.300","10.300","256.500"
"Prentiss","01-October-2014 16:00","24.300","356.800","30.500","4.122"
"Prentiss","01-October-2014 17:00","19.790","15.770","21.140","10.450"
"Prentiss","01-October-2014 18:00","14.100","327.000","17.000","348.300"
"Prentiss","01-October-2014 19:00","17.040","300.300","16.130","312.600"
"Prentiss","01-October-2014 20:00","15.720","305.400","15.960","306.900"
"Prentiss","01-October-2014 21:00","19.430","277.700","15.620","286.900"
"Prentiss","01-October-2014 22:00","15.390","289.100","19.130","290.100"
"Prentiss","01-October-2014 23:00","23.830","315.100","24.290","314.300"
"Prentiss","02-October-2014 00:00","28.240","339.800","27.620","331.100"
"Prentiss","02-October-2014 01:00","28.750","318.700","31.660","328.400"
"Prentiss","02-October-2014 02:00","33.100","322.800","31.190","318.300"
"Prentiss","02-October-2014 03:00","26.840","324.100","29.900","324.000"
"Prentiss","02-October-2014 04:00","24.480","323.800","24.430","319.700"
"Prentiss","02-October-2014 05:00","27.270","318.300","25.490","321.100"
"Prentiss","02-October-2014 06:00","32.620","322.600","30.640","323.100"
"Prentiss","02-October-2014 07:00","22.700","314.200","29.180","320.900"
"Prentiss","02-October-2014 08:00","26.930","318.300","25.340","319.200"
"Prentiss","02-October-2014 09:00","28.260","317.100","24.410","316.600"
"Prentiss","02-October-2014 10:00","28.710","320.200","27.400","321.200"
"Prentiss","02-October-2014 11:00","30.910","317.600","32.390","325.800"
"Prentiss","02-October-2014 12:00","32.290","325.600","32.120","328.600"
"Prentiss","02-October-2014 13:00","32.970","319.600","32.310","323.000"
"Prentiss","02-October-2014 14:00","36.140","325.500","33.160","318.900"
"Prentiss","02-October-2014 15:00","27.030","330.600","31.760","324.400"
"Prentiss","02-October-2014 16:00","29.240","323.900","28.430","323.700"
"Prentiss","02-October-2014 17:00","21.920","333.200","25.280","329.900"
"Prentiss","02-October-2014 18:00","16.280","352.200","17.200","342.100"
"Prentiss","02-October-2014 19:00","7.840","332.400","11.450","352.300"
"Prentiss","02-October-2014 20:00","12.030","345.200","9.640","347.000"
"Prentiss","02-October-2014 21:00","10.580","336.200","12.230","345.600"
"Prentiss","02-October-2014 22:00","7.850","297.100","8.970","308.800"
"Prentiss","02-October-2014 23:00","8.040","292.100","8.930","288.200"
"Prentiss","03-October-2014 00:00","9.070","267.700","8.620","285.800"
"Prentiss","03-October-2014 01:00","9.540","260.400","9.190","255.400"
"Prentiss","03-October-2014 02:00","10.930","251.100","9.890","255.900"
"Prentiss","03-October-2014 03:00","15.300","240.700","13.830","241.800"
"Prentiss","03-October-2014 04:00","14.540","237.100","14.980","238.300"
"Prentiss","03-October-2014 05:00","14.210","229.700","14.140","234.400"
"Prentiss","03-October-2014 06:00","12.750","228.400","13.060","231.000"
"Prentiss","03-October-2014 07:00","13.500","220.300","12.520","216.900"
"Prentiss","03-October-2014 08:00","9.180","183.500","9.090","206.000"
"Prentiss","03-October-2014 09:00","10.250","173.800","10.640","176.600"
"Prentiss","03-October-2014 10:00","28.140","187.500","19.370","182.400"
"Prentiss","03-October-2014 11:00","25.640","200.200","25.060","189.100"
"Prentiss","03-October-2014 12:00","20.710","183.500","24.250","194.100"
"Prentiss","03-October-2014 13:00","19.790","173.900","20.480","188.200"
"Prentiss","03-October-2014 14:00","17.260","184.300","20.400","188.600"
