"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-April-2016 00:00","19.370","217.400","14.250","211.000"
"Prentiss","01-April-2016 01:00","18.370","229.900","21.360","220.200"
"Prentiss","01-April-2016 02:00","16.070","258.400","19.220","242.800"
"Prentiss","01-April-2016 03:00","16.590","285.700","16.980","271.800"
"Prentiss","01-April-2016 04:00","18.410","305.500","17.250","298.700"
"Prentiss","01-April-2016 05:00","15.130","296.300","16.850","309.000"
"Prentiss","01-April-2016 06:00","15.160","289.400","15.310","299.400"
"Prentiss","01-April-2016 07:00","17.100","291.100","15.970","290.900"
"Prentiss","01-April-2016 08:00","12.190","299.200","14.490","290.100"
"Prentiss","01-April-2016 09:00","15.540","328.200","12.450","312.400"
"Prentiss","01-April-2016 10:00","11.950","323.300","14.240","319.900"
"Prentiss","01-April-2016 11:00","12.850","310.400","12.670","313.100"
"Prentiss","01-April-2016 12:00","13.740","331.000","14.310","336.400"
"Prentiss","01-April-2016 13:00","13.570","323.500","15.110","329.100"
"Prentiss","01-April-2016 14:00","14.330","312.200","14.800","319.100"
"Prentiss","01-April-2016 15:00","18.630","341.500","15.880","336.200"
"Prentiss","01-April-2016 16:00","12.190","347.400","13.470","339.500"
"Prentiss","01-April-2016 17:00","10.780","16.910","11.180","15.250"
"Prentiss","01-April-2016 18:00","11.930","66.350","10.830","65.660"
"Prentiss","01-April-2016 19:00","7.770","117.200","9.440","82.800"
"Prentiss","01-April-2016 20:00","9.280","146.700","9.490","133.200"
"Prentiss","01-April-2016 21:00","12.810","188.200","13.340","179.400"
"Prentiss","01-April-2016 22:00","15.890","195.900","13.980","192.300"
"Prentiss","01-April-2016 23:00","20.860","209.600","18.580","205.100"
"Prentiss","02-April-2016 00:00","20.490","214.100","22.400","214.100"
"Prentiss","02-April-2016 01:00","18.580","213.300","22.020","218.100"
"Prentiss","02-April-2016 02:00","21.890","216.200","22.540","216.500"
"Prentiss","02-April-2016 03:00","17.130","262.000","19.080","245.300"
"Prentiss","02-April-2016 04:00","16.840","256.800","16.240","260.000"
"Prentiss","02-April-2016 05:00","16.730","259.200","16.660","260.300"
"Prentiss","02-April-2016 06:00","16.350","265.400","16.640","260.100"
"Prentiss","02-April-2016 07:00","17.130","261.700","16.470","264.200"
"Prentiss","02-April-2016 08:00","15.750","268.400","16.180","261.500"
"Prentiss","02-April-2016 09:00","16.250","271.800","15.860","266.200"
"Prentiss","02-April-2016 10:00","14.340","279.800","15.350","276.200"
"Prentiss","02-April-2016 11:00","12.830","280.900","12.930","286.900"
"Prentiss","02-April-2016 12:00","16.490","291.600","14.250","294.100"
"Prentiss","02-April-2016 13:00","13.660","308.200","15.260","291.100"
"Prentiss","02-April-2016 14:00","14.220","297.800","14.670","301.400"
"Prentiss","02-April-2016 15:00","9.100","307.200","13.120","292.700"
"Prentiss","02-April-2016 16:00","14.280","296.600","13.810","294.300"
