"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (°)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (°)"
"Prentiss","01-August-2016 00:00","22.420","276.700","20.960","282.800"
"Prentiss","01-August-2016 01:00","24.090","271.900","23.470","274.400"
"Prentiss","01-August-2016 02:00","18.850","275.400","21.520","275.600"
"Prentiss","01-August-2016 03:00","20.160","279.900","19.520","279.900"
"Prentiss","01-August-2016 04:00","19.250","283.100","18.000","282.600"
"Prentiss","01-August-2016 05:00","19.680","287.900","18.750","285.300"
"Prentiss","01-August-2016 06:00","16.760","281.000","16.560","285.000"
"Prentiss","01-August-2016 07:00","13.780","283.100","13.340","279.200"
"Prentiss","01-August-2016 08:00","14.970","284.300","15.160","284.300"
"Prentiss","01-August-2016 09:00","16.820","291.300","16.360","288.700"
"Prentiss","01-August-2016 10:00","20.780","293.500","20.390","300.200"
"Prentiss","01-August-2016 11:00","21.850","299.300","22.250","298.200"
"Prentiss","01-August-2016 12:00","20.950","308.900","23.870","306.700"
"Prentiss","01-August-2016 13:00","23.150","296.000","22.530","299.700"
"Prentiss","01-August-2016 14:00","21.700","305.900","20.260","299.800"
"Prentiss","01-August-2016 15:00","19.780","310.300","19.730","306.100"
"Prentiss","01-August-2016 16:00","23.360","293.100","21.430","290.700"
"Prentiss","01-August-2016 17:00","15.210","312.900","19.840","303.900"
"Prentiss","01-August-2016 18:00","10.360","314.800","14.020","311.700"
"Prentiss","01-August-2016 19:00","16.850","331.200","14.560","324.400"
"Prentiss","01-August-2016 20:00","9.140","238.100","8.570","283.600"
"Prentiss","01-August-2016 21:00","9.500","299.200","9.070","269.400"
"Prentiss","01-August-2016 22:00","10.090","253.100","9.330","257.900"
"Prentiss","01-August-2016 23:00","11.050","256.100","10.110","262.200"
"Prentiss","02-August-2016 00:00","11.300","257.300","11.930","256.200"
"Prentiss","02-August-2016 01:00","9.440","261.600","10.410","260.800"
"Prentiss","02-August-2016 02:00","9.780","280.700","9.270","277.100"
"Prentiss","02-August-2016 03:00","9.330","265.400","9.360","276.200"
"Prentiss","02-August-2016 04:00","8.480","269.600","8.440","267.000"
"Prentiss","02-August-2016 05:00","10.720","257.300","9.560","270.400"
"Prentiss","02-August-2016 06:00","11.300","261.600","12.090","242.600"
"Prentiss","02-August-2016 07:00","9.560","267.900","9.190","273.100"
"Prentiss","02-August-2016 08:00","7.370","280.300","8.950","272.500"
"Prentiss","02-August-2016 09:00","5.606","281.000","6.508","279.200"
"Prentiss","02-August-2016 10:00","2.974","321.000","4.829","305.800"
"Prentiss","02-August-2016 11:00","5.609","217.200","4.297","293.500"
"Prentiss","02-August-2016 12:00","1.892","79.300","3.172","245.800"
"Prentiss","02-August-2016 13:00","2.223","130.300","4.058","91.500"
"Prentiss","02-August-2016 14:00","6.164","118.600","5.826","118.000"
"Prentiss","02-August-2016 15:00","6.953","69.210","6.920","106.700"
"Prentiss","02-August-2016 16:00","9.950","78.100","9.460","92.700"
"Prentiss","02-August-2016 17:00","9.920","114.400","10.960","90.900"
"Prentiss","02-August-2016 18:00","6.196","67.560","7.490","84.000"
"Prentiss","02-August-2016 19:00","9.230","63.370","9.170","64.490"
"Prentiss","02-August-2016 20:00","6.921","69.320","7.870","75.400"
"Prentiss","02-August-2016 21:00","10.750","141.900","10.560","129.000"
"Prentiss","02-August-2016 22:00","15.160","156.800","12.020","171.700"
"Prentiss","02-August-2016 23:00","6.859","101.200","9.560","158.700"
"Prentiss","03-August-2016 00:00","15.090","138.900","15.300","145.500"
"Prentiss","03-August-2016 01:00","10.670","241.300","13.540","175.300"
"Prentiss","03-August-2016 02:00","5.984","273.600","8.250","292.700"
"Prentiss","03-August-2016 03:00","7.250","312.200","4.113","322.900"
"Prentiss","03-August-2016 04:00","4.712","320.900","7.090","295.500"
"Prentiss","03-August-2016 05:00","23.310","37.440","11.530","39.470"
"Prentiss","03-August-2016 06:00","8.350","250.400","16.950","39.560"
"Prentiss","03-August-2016 07:00","8.730","309.200","8.150","303.100"
"Prentiss","03-August-2016 08:00","12.470","350.600","12.980","336.200"
"Prentiss","03-August-2016 09:00","11.910","351.300","12.450","355.700"
"Prentiss","03-August-2016 10:00","13.390","347.200","12.820","357.200"
