"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (�)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (�)"
"Prentiss","05-January-2018 23:00","16.040","239.600","16.840","236.600"
"Prentiss","06-January-2018 00:00","16.070","245.600","16.120","240.500"
"Prentiss","06-January-2018 01:00","15.530","263.800","16.510","251.500"
"Prentiss","06-January-2018 02:00","17.480","243.500","16.350","253.200"
"Prentiss","06-January-2018 03:00","12.830","239.000","14.750","242.400"
"Prentiss","06-January-2018 04:00","16.580","260.900","15.860","256.800"
"Prentiss","06-January-2018 05:00","15.250","273.600","16.070","263.000"
"Prentiss","06-January-2018 06:00","16.890","253.900","16.650","254.800"
"Prentiss","06-January-2018 07:00","17.880","274.300","17.440","264.300"
"Prentiss","06-January-2018 08:00","17.770","282.900","18.640","282.500"
"Prentiss","06-January-2018 09:00","13.530","299.000","15.120","294.500"
"Prentiss","06-January-2018 10:00","30.140","334.400","21.120","319.300"
"Prentiss","06-January-2018 11:00","26.640","349.900","30.850","340.000"
"Prentiss","06-January-2018 12:00","25.460","352.100","26.810","351.200"
"Prentiss","06-January-2018 13:00","22.060","332.400","23.910","344.800"
"Prentiss","06-January-2018 14:00","11.470","301.900","15.500","318.300"
"Prentiss","06-January-2018 15:00","8.350","285.900","11.360","303.600"
"Prentiss","06-January-2018 16:00","9.660","264.100","10.040","261.300"
"Prentiss","06-January-2018 17:00","9.160","260.700","9.500","260.200"
"Prentiss","06-January-2018 18:00","10.630","269.400","10.690","263.700"
"Prentiss","06-January-2018 19:00","12.210","256.700","12.040","254.100"
"Prentiss","06-January-2018 20:00","11.940","246.200","12.580","252.000"
"Prentiss","06-January-2018 21:00","10.070","255.000","11.500","251.100"
"Prentiss","06-January-2018 22:00","10.880","237.600","11.940","232.800"
"Prentiss","06-January-2018 23:00","18.590","219.400","17.790","226.000"
"Prentiss","07-January-2018 00:00","14.100","217.500","17.040","211.700"
"Prentiss","07-January-2018 01:00","20.300","206.100","19.620","209.200"
"Prentiss","07-January-2018 02:00","14.040","253.500","12.860","255.500"
"Prentiss","07-January-2018 03:00","20.750","216.100","14.160","232.700"
"Prentiss","07-January-2018 04:00","18.200","227.800","17.680","225.700"
"Prentiss","07-January-2018 05:00","13.840","248.200","15.040","239.900"
"Prentiss","07-January-2018 06:00","12.730","267.700","13.950","256.400"
"Prentiss","07-January-2018 07:00","14.400","250.800","14.220","254.900"
"Prentiss","07-January-2018 08:00","13.540","241.600","13.490","246.900"
"Prentiss","07-January-2018 09:00","9.900","269.800","11.750","272.000"
"Prentiss","07-January-2018 10:00","13.950","241.600","13.500","252.400"
"Prentiss","07-January-2018 11:00","12.430","263.000","12.470","260.700"
"Prentiss","07-January-2018 12:00","10.160","261.000","10.340","248.900"
"Prentiss","07-January-2018 13:00","13.300","227.600","13.290","225.500"
"Prentiss","07-January-2018 14:00","9.860","237.100","10.560","236.500"
"Prentiss","07-January-2018 15:00","13.600","211.500","12.110","223.200"
"Prentiss","07-January-2018 16:00","6.570","135.100","9.150","188.400"
"Prentiss","07-January-2018 17:00","3.852","93.700","4.185","140.400"
"Prentiss","07-January-2018 18:00","12.790","182.800","7.746","160.700"
"Prentiss","07-January-2018 19:00","9.070","141.700","10.270","158.700"
"Prentiss","07-January-2018 20:00","16.940","175.300","16.470","171.000"
"Prentiss","07-January-2018 21:00","10.600","168.100","12.210","167.700"
"Prentiss","07-January-2018 22:00","16.760","157.700","14.820","155.200"
"Prentiss","07-January-2018 23:00","16.330","150.900","16.780","153.500"
"Prentiss","08-January-2018 00:00","16.170","175.800","18.710","174.300"
"Prentiss","08-January-2018 01:00","11.000","158.300","13.870","162.600"
"Prentiss","08-January-2018 02:00","10.300","161.100","13.390","157.400"
"Prentiss","08-January-2018 03:00","4.973","139.600","8.440","146.300"
"Prentiss","08-January-2018 04:00","5.336","174.700","3.634","120.700"
"Prentiss","08-January-2018 05:00","5.086","160.500","6.039","184.000"
"Prentiss","08-January-2018 06:00","11.020","243.000","6.279","241.200"
"Prentiss","08-January-2018 07:00","15.410","245.600","14.350","239.100"
"Prentiss","08-January-2018 08:00","10.560","244.000","12.020","248.500"
"Prentiss","08-January-2018 09:00","13.390","256.200","12.730","259.100"
"Prentiss","08-January-2018 10:00","11.250","248.200","12.670","245.700"
"Prentiss","08-January-2018 11:00","7.304","288.700","10.120","277.900"
"Prentiss","08-January-2018 12:00","9.960","256.700","8.890","262.900"
"Prentiss","08-January-2018 13:00","11.230","275.600","10.390","266.400"
"Prentiss","08-January-2018 14:00","9.820","288.300","9.810","279.700"
"Prentiss","08-January-2018 15:00","8.700","350.900","8.950","319.700"
"Prentiss","08-January-2018 16:00","6.047","2.823","6.718","351.100"
"Prentiss","08-January-2018 17:00","9.730","40.570","11.700","29.320"
"Prentiss","08-January-2018 18:00","7.808","135.900","7.946","72.290"
"Prentiss","08-January-2018 19:00","4.788","85.400","6.270","103.100"
"Prentiss","08-January-2018 20:00","5.205","62.780","4.350","83.000"
"Prentiss","08-January-2018 21:00","8.960","47.760","6.938","78.930"
"Prentiss","08-January-2018 22:00","10.270","60.430","10.060","52.210"
"Prentiss","08-January-2018 23:00","12.500","89.700","12.680","83.500"
"Prentiss","09-January-2018 00:00","18.450","69.970","16.360","76.160"
"Prentiss","09-January-2018 01:00","16.400","80.800","16.330","72.470"
"Prentiss","09-January-2018 02:00","15.350","93.500","16.000","81.700"
"Prentiss","09-January-2018 03:00","18.180","78.370","17.900","87.900"
"Prentiss","09-January-2018 04:00","18.820","49.390","18.730","69.950"
"Prentiss","09-January-2018 05:00","20.610","41.070","19.750","44.740"
"Prentiss","09-January-2018 06:00","21.760","37.660","22.010","39.960"
"Prentiss","09-January-2018 07:00","17.840","357.200","18.470","14.430"
"Prentiss","09-January-2018 08:00","18.460","10.340","18.730","1.229"
"Prentiss","09-January-2018 09:00","25.880","339.900","21.800","355.500"
"Prentiss","09-January-2018 10:00","29.430","345.500","25.900","344.000"
"Prentiss","09-January-2018 11:00","29.000","345.300","26.380","347.000"
"Prentiss","09-January-2018 12:00","29.370","341.300","28.560","342.800"
"Prentiss","09-January-2018 13:00","31.090","335.700","30.000","336.800"
"Prentiss","09-January-2018 14:00","29.950","342.900","30.770","336.800"
"Prentiss","09-January-2018 15:00","36.420","338.900","36.190","337.800"
"Prentiss","09-January-2018 16:00","39.980","342.600","40.200","341.000"
"Prentiss","09-January-2018 17:00","34.230","336.700","34.020","340.000"
"Prentiss","09-January-2018 18:00","35.320","335.900","34.140","337.800"
"Prentiss","09-January-2018 19:00","31.730","332.400","32.110","334.000"
"Prentiss","09-January-2018 20:00","35.000","345.000","32.160","341.100"
"Prentiss","09-January-2018 21:00","37.230","348.200","35.860","345.100"
"Prentiss","09-January-2018 22:00","41.880","340.100","38.220","340.900"
"Prentiss","09-January-2018 23:00","33.860","337.000","36.370","338.900"
"Prentiss","10-January-2018 00:00","31.050","338.800","31.970","338.700"
"Prentiss","10-January-2018 01:00","29.220","337.000","31.860","335.900"
"Prentiss","10-January-2018 02:00","29.160","342.000","29.510","340.900"
"Prentiss","10-January-2018 03:00","23.150","348.500","24.950","343.400"
"Prentiss","10-January-2018 04:00","24.730","340.000","24.510","345.600"
"Prentiss","10-January-2018 05:00","21.410","346.300","23.160","342.000"
"Prentiss","10-January-2018 06:00","20.670","342.300","19.610","344.300"
"Prentiss","10-January-2018 07:00","19.180","347.400","21.200","345.700"
"Prentiss","10-January-2018 08:00","13.730","4.318","16.830","352.000"
"Prentiss","10-January-2018 09:00","17.720","349.700","15.660","351.800"
"Prentiss","10-January-2018 10:00","18.430","341.300","16.290","348.600"
"Prentiss","10-January-2018 11:00","19.630","340.100","20.170","337.100"
"Prentiss","10-January-2018 12:00","16.050","346.400","20.250","345.200"
"Prentiss","10-January-2018 13:00","15.800","350.600","16.720","341.200"
"Prentiss","10-January-2018 14:00","12.350","346.600","15.030","346.200"
"Prentiss","10-January-2018 15:00","12.360","351.100","12.610","351.500"
"Prentiss","10-January-2018 16:00","10.950","351.100","11.470","355.100"
"Prentiss","10-January-2018 17:00","12.520","356.500","13.060","350.700"
"Prentiss","10-January-2018 18:00","14.740","4.950","13.350","1.896"
"Prentiss","10-January-2018 19:00","10.310","0.660","11.310","0.830"
"Prentiss","10-January-2018 20:00","8.140","353.200","10.450","352.300"
"Prentiss","10-January-2018 21:00","8.060","356.200","8.110","350.000"
"Prentiss","10-January-2018 22:00","5.661","15.350","5.093","2.740"
"Prentiss","10-January-2018 23:00","4.511","346.100","4.631","1.107"
"Prentiss","11-January-2018 00:00","1.593","278.000","2.191","310.300"
"Prentiss","11-January-2018 01:00","4.331","246.200","3.429","252.500"
"Prentiss","11-January-2018 02:00","5.032","251.400","5.292","232.900"
"Prentiss","11-January-2018 03:00","5.908","248.500","5.204","247.900"
"Prentiss","11-January-2018 04:00","6.789","233.100","4.655","250.200"
"Prentiss","11-January-2018 05:00","5.733","271.900","5.635","244.700"
"Prentiss","11-January-2018 06:00","2.618","228.800","4.432","236.300"
"Prentiss","11-January-2018 07:00","4.033","175.500","3.698","202.400"
"Prentiss","11-January-2018 08:00","5.060","161.700","6.413","158.000"
"Prentiss","11-January-2018 09:00","10.860","186.700","8.960","182.200"
"Prentiss","11-January-2018 10:00","13.700","203.900","9.540","199.500"
"Prentiss","11-January-2018 11:00","13.330","188.500","11.970","189.800"
"Prentiss","11-January-2018 12:00","15.360","188.200","15.440","186.700"
"Prentiss","11-January-2018 13:00","12.440","165.300","13.690","181.900"
"Prentiss","11-January-2018 14:00","10.280","158.200","10.770","157.900"
"Prentiss","11-January-2018 15:00","13.670","150.300","13.660","154.400"
"Prentiss","11-January-2018 16:00","15.140","133.200","14.050","146.900"
"Prentiss","11-January-2018 17:00","12.980","131.400","13.080","135.100"
"Prentiss","11-January-2018 18:00","11.730","132.200","11.410","133.000"
"Prentiss","11-January-2018 19:00","14.590","147.700","13.130","141.900"
"Prentiss","11-January-2018 20:00","10.970","140.400","12.060","143.000"
"Prentiss","11-January-2018 21:00","11.950","164.200","10.100","147.500"
"Prentiss","11-January-2018 22:00","11.060","183.500","12.420","181.800"
"Prentiss","11-January-2018 23:00","2.991","151.200","6.880","180.600"
"Prentiss","12-January-2018 00:00","9.120","230.600","6.564","227.300"
"Prentiss","12-January-2018 01:00","8.400","217.100","9.770","223.900"
"Prentiss","12-January-2018 02:00","2.251","171.300","7.339","214.900"
"Prentiss","12-January-2018 03:00","7.351","182.600","5.675","191.700"
"Prentiss","12-January-2018 04:00","5.513","162.300","7.024","181.000"
"Prentiss","12-January-2018 05:00","5.590","216.400","3.917","178.500"
"Prentiss","12-January-2018 06:00","4.799","160.300","6.215","204.900"
"Prentiss","12-January-2018 07:00","6.055","217.100","4.515","202.600"
"Prentiss","12-January-2018 08:00","6.672","209.300","4.503","189.100"
"Prentiss","12-January-2018 09:00","5.374","208.200","7.173","218.400"
"Prentiss","12-January-2018 10:00","4.721","185.300","3.836","178.500"
"Prentiss","12-January-2018 11:00","6.643","178.400","4.483","168.600"
"Prentiss","12-January-2018 12:00","4.587","150.300","6.160","164.700"
"Prentiss","12-January-2018 13:00","4.032","151.100","7.676","162.100"
"Prentiss","12-January-2018 14:00","6.937","151.600","6.275","161.800"
"Prentiss","12-January-2018 15:00","11.330","136.500","10.030","143.000"
"Prentiss","12-January-2018 16:00","8.780","160.600","9.960","167.700"
"Prentiss","12-January-2018 17:00","8.400","156.800","8.800","155.100"
"Prentiss","12-January-2018 18:00","7.997","164.900","8.550","164.600"
"Prentiss","12-January-2018 19:00","8.250","180.300","8.110","163.600"
"Prentiss","12-January-2018 20:00","5.864","176.300","8.220","168.100"
"Prentiss","12-January-2018 21:00","3.116","140.500","7.301","211.600"
"Prentiss","12-January-2018 22:00","7.160","237.200","4.922","227.600"
"Prentiss","12-January-2018 23:00","5.515","258.300","5.479","238.700"
"Prentiss","13-January-2018 00:00","11.820","263.500","9.940","261.400"
"Prentiss","13-January-2018 01:00","21.610","246.700","20.070","248.500"
"Prentiss","13-January-2018 02:00","24.570","252.400","16.140","248.400"
"Prentiss","13-January-2018 03:00","20.120","253.500","23.430","246.100"
"Prentiss","13-January-2018 04:00","14.620","270.500","17.860","260.100"
"Prentiss","13-January-2018 05:00","23.370","263.900","18.470","267.500"
"Prentiss","13-January-2018 06:00","18.190","270.600","17.380","272.600"
"Prentiss","13-January-2018 07:00","17.710","267.800","16.800","270.400"
"Prentiss","13-January-2018 08:00","15.410","263.500","15.920","264.400"
"Prentiss","13-January-2018 09:00","16.570","258.800","15.560","267.900"
"Prentiss","13-January-2018 10:00","13.330","267.800","15.690","258.500"
"Prentiss","13-January-2018 11:00","10.710","255.400","11.670","262.700"
"Prentiss","13-January-2018 12:00","14.810","252.400","15.180","251.500"
"Prentiss","13-January-2018 13:00","21.790","230.400","17.350","236.200"
"Prentiss","13-January-2018 14:00","22.800","230.000","22.780","233.200"
"Prentiss","13-January-2018 15:00","16.010","242.900","20.780","237.000"
"Prentiss","13-January-2018 16:00","14.220","258.400","14.260","261.600"
"Prentiss","13-January-2018 17:00","12.840","256.400","13.190","252.700"
"Prentiss","13-January-2018 18:00","11.440","285.600","12.390","272.600"
"Prentiss","13-January-2018 19:00","13.040","269.300","12.240","274.100"
"Prentiss","13-January-2018 20:00","11.160","286.700","11.190","278.300"
"Prentiss","13-January-2018 21:00","8.080","289.400","9.130","289.100"
"Prentiss","13-January-2018 22:00","14.790","300.800","13.050","314.200"
"Prentiss","13-January-2018 23:00","13.310","293.700","15.280","297.600"
"Prentiss","14-January-2018 00:00","13.130","287.100","14.420","286.200"
"Prentiss","14-January-2018 01:00","9.110","289.500","10.940","289.800"
"Prentiss","14-January-2018 02:00","9.400","293.100","8.980","293.600"
"Prentiss","14-January-2018 03:00","14.910","341.800","9.900","307.900"
"Prentiss","14-January-2018 04:00","15.970","346.100","15.680","352.400"
"Prentiss","14-January-2018 05:00","11.150","322.700","13.070","328.800"
"Prentiss","14-January-2018 06:00","12.640","14.640","10.740","348.500"
"Prentiss","14-January-2018 07:00","11.430","30.680","10.380","26.480"
"Prentiss","14-January-2018 08:00","12.180","44.090","13.060","38.980"
"Prentiss","14-January-2018 09:00","11.540","51.160","9.650","41.610"
"Prentiss","14-January-2018 10:00","9.730","52.490","11.280","46.310"
"Prentiss","14-January-2018 11:00","11.780","57.790","11.450","53.490"
"Prentiss","14-January-2018 12:00","11.520","119.200","11.740","91.700"
"Prentiss","14-January-2018 13:00","9.170","115.600","9.960","115.500"
"Prentiss","14-January-2018 14:00","8.900","102.300","10.380","106.500"
"Prentiss","14-January-2018 15:00","10.940","115.200","10.250","111.400"
"Prentiss","14-January-2018 16:00","10.010","107.500","8.120","121.200"
"Prentiss","14-January-2018 17:00","8.190","123.500","8.490","117.600"
"Prentiss","14-January-2018 18:00","9.770","125.400","10.640","121.900"
"Prentiss","14-January-2018 19:00","11.660","122.000","10.870","116.900"
"Prentiss","14-January-2018 20:00","12.680","134.400","13.050","126.900"
"Prentiss","14-January-2018 21:00","11.650","135.900","12.420","137.500"
"Prentiss","14-January-2018 22:00","13.330","129.700","11.770","134.900"
"Prentiss","14-January-2018 23:00","18.700","176.300","14.620","163.000"
"Prentiss","15-January-2018 00:00","8.200","156.900","11.530","164.000"
"Prentiss","15-January-2018 01:00","13.940","176.400","13.930","171.400"
"Prentiss","15-January-2018 02:00","7.215","159.700","9.240","162.300"
"Prentiss","15-January-2018 03:00","13.790","148.200","11.570","136.500"
"Prentiss","15-January-2018 04:00","9.620","140.400","11.790","133.400"
"Prentiss","15-January-2018 05:00","14.650","166.400","10.210","131.700"
"Prentiss","15-January-2018 06:00","13.880","158.300","15.210","161.100"
"Prentiss","15-January-2018 07:00","17.630","172.100","15.660","157.000"
"Prentiss","15-January-2018 08:00","14.450","164.400","15.650","168.100"
"Prentiss","15-January-2018 09:00","16.700","181.300","19.190","177.600"
"Prentiss","15-January-2018 10:00","18.330","171.900","19.670","177.500"
"Prentiss","15-January-2018 11:00","22.920","167.500","20.610","172.900"
"Prentiss","15-January-2018 12:00","23.630","167.100","24.450","170.900"
"Prentiss","15-January-2018 13:00","26.930","165.700","24.610","163.500"
"Prentiss","15-January-2018 14:00","26.280","161.800","25.700","159.000"
"Prentiss","15-January-2018 15:00","20.860","154.200","22.830","158.800"
"Prentiss","15-January-2018 16:00","23.960","164.000","26.540","153.700"
"Prentiss","15-January-2018 17:00","23.440","155.600","22.780","154.900"
"Prentiss","15-January-2018 18:00","17.780","159.900","19.350","155.800"
"Prentiss","15-January-2018 19:00","17.050","148.400","20.320","158.000"
"Prentiss","15-January-2018 20:00","19.890","132.500","20.280","143.300"
"Prentiss","15-January-2018 21:00","18.440","143.200","17.640","127.900"
"Prentiss","15-January-2018 22:00","18.420","132.600","16.920","137.000"
"Prentiss","15-January-2018 23:00","7.816","154.600","10.650","146.100"
"Prentiss","16-January-2018 00:00","9.040","165.000","9.640","157.100"
"Prentiss","16-January-2018 01:00","9.320","149.800","9.360","149.600"
"Prentiss","16-January-2018 02:00","9.000","169.000","8.600","165.100"
"Prentiss","16-January-2018 03:00","5.043","177.300","7.312","167.600"
"Prentiss","16-January-2018 04:00","5.687","174.900","4.417","198.800"
"Prentiss","16-January-2018 05:00","4.357","162.700","7.036","169.700"
"Prentiss","16-January-2018 06:00","7.016","221.500","5.442","227.500"
"Prentiss","16-January-2018 07:00","31.490","224.800","20.160","231.200"
"Prentiss","16-January-2018 08:00","29.730","240.400","28.300","238.600"
"Prentiss","16-January-2018 09:00","23.850","242.400","26.760","238.400"
"Prentiss","16-January-2018 10:00","21.550","255.900","24.200","241.400"
"Prentiss","16-January-2018 11:00","20.510","259.600","22.460","250.600"
"Prentiss","16-January-2018 12:00","21.530","245.300","20.700","253.300"
"Prentiss","16-January-2018 13:00","21.230","245.400","20.890","246.500"
"Prentiss","16-January-2018 14:00","17.770","263.000","19.580","253.400"
"Prentiss","16-January-2018 15:00","12.400","254.000","15.050","243.500"
"Prentiss","16-January-2018 16:00","17.730","244.600","17.440","242.600"
"Prentiss","16-January-2018 17:00","11.820","274.500","12.830","254.700"
"Prentiss","16-January-2018 18:00","19.130","227.900","11.630","249.800"
"Prentiss","16-January-2018 19:00","12.560","259.400","16.140","231.000"
"Prentiss","16-January-2018 20:00","15.570","262.000","16.310","257.700"
"Prentiss","16-January-2018 21:00","15.940","276.300","16.400","275.900"
"Prentiss","16-January-2018 22:00","27.920","266.100","24.090","266.900"
"Prentiss","16-January-2018 23:00","22.150","272.800","22.370","274.200"
"Prentiss","17-January-2018 00:00","22.640","267.300","21.660","270.100"
"Prentiss","17-January-2018 01:00","29.550","274.300","27.090","270.500"
"Prentiss","17-January-2018 02:00","24.540","268.600","26.360","275.100"
"Prentiss","17-January-2018 03:00","14.960","278.600","19.190","271.700"
"Prentiss","17-January-2018 04:00","13.540","283.400","14.400","280.700"
"Prentiss","17-January-2018 05:00","14.080","258.800","11.740","278.100"
"Prentiss","17-January-2018 06:00","13.670","251.900","14.910","256.500"
"Prentiss","17-January-2018 07:00","15.110","249.100","14.610","248.500"
"Prentiss","17-January-2018 08:00","18.040","229.900","16.790","241.500"
"Prentiss","17-January-2018 09:00","16.970","238.400","18.430","234.900"
"Prentiss","17-January-2018 10:00","16.920","219.200","18.050","231.400"
"Prentiss","17-January-2018 11:00","17.390","221.200","22.610","224.000"
"Prentiss","17-January-2018 12:00","16.840","218.700","17.340","216.700"
"Prentiss","17-January-2018 13:00","15.460","210.000","16.730","210.000"
"Prentiss","17-January-2018 14:00","12.020","200.200","13.600","206.900"
"Prentiss","17-January-2018 15:00","5.400","120.900","8.880","179.500"
"Prentiss","17-January-2018 16:00","5.918","134.100","7.696","125.500"
"Prentiss","17-January-2018 17:00","9.180","138.600","8.260","125.600"
"Prentiss","17-January-2018 18:00","10.750","127.400","9.240","127.900"
"Prentiss","17-January-2018 19:00","6.059","124.500","7.441","124.100"
"Prentiss","17-January-2018 20:00","8.750","120.900","11.790","178.100"
"Prentiss","17-January-2018 21:00","9.530","129.800","7.257","112.800"
"Prentiss","17-January-2018 22:00","15.560","185.000","13.470","180.800"
"Prentiss","17-January-2018 23:00","18.990","212.900","17.610","195.200"
"Prentiss","18-January-2018 00:00","23.650","208.400","25.430","210.700"
"Prentiss","18-January-2018 01:00","23.290","205.600","22.390","205.800"
"Prentiss","18-January-2018 02:00","20.130","202.500","21.420","202.800"
"Prentiss","18-January-2018 03:00","21.270","203.400","20.650","201.800"
"Prentiss","18-January-2018 04:00","18.100","184.500","18.300","192.100"
"Prentiss","18-January-2018 05:00","17.820","194.400","19.220","192.200"
"Prentiss","18-January-2018 06:00","18.400","199.400","17.370","195.800"
"Prentiss","18-January-2018 07:00","18.750","193.300","18.990","197.700"
"Prentiss","18-January-2018 08:00","16.970","201.100","19.060","195.100"
"Prentiss","18-January-2018 09:00","18.340","227.200","17.260","209.500"
"Prentiss","18-January-2018 10:00","13.640","269.900","13.750","266.500"
"Prentiss","18-January-2018 11:00","8.540","294.600","12.290","282.100"
"Prentiss","18-January-2018 12:00","17.150","267.200","15.290","273.300"
"Prentiss","18-January-2018 13:00","24.750","233.000","23.580","243.100"
"Prentiss","18-January-2018 14:00","20.380","243.700","21.140","236.600"
"Prentiss","18-January-2018 15:00","24.300","230.300","21.000","224.200"
"Prentiss","18-January-2018 16:00","21.900","231.500","21.540","232.100"
"Prentiss","18-January-2018 17:00","18.450","251.200","21.420","242.300"
"Prentiss","18-January-2018 18:00","23.190","254.100","24.420","249.600"
"Prentiss","18-January-2018 19:00","20.580","260.300","21.050","261.300"
"Prentiss","18-January-2018 20:00","18.640","252.900","19.260","257.500"
"Prentiss","18-January-2018 21:00","12.510","261.200","14.930","261.400"
"Prentiss","18-January-2018 22:00","14.050","255.000","13.850","259.500"
"Prentiss","18-January-2018 23:00","18.480","242.300","16.340","252.100"
"Prentiss","19-January-2018 00:00","13.800","246.300","15.870","246.500"
"Prentiss","19-January-2018 01:00","17.390","237.200","16.490","239.300"
"Prentiss","19-January-2018 02:00","16.780","247.800","15.700","248.400"
"Prentiss","19-January-2018 03:00","11.950","242.900","14.150","246.500"
"Prentiss","19-January-2018 04:00","16.160","249.200","14.710","247.500"
"Prentiss","19-January-2018 05:00","13.890","253.400","14.140","251.900"
"Prentiss","19-January-2018 06:00","12.700","265.300","13.250","261.400"
"Prentiss","19-January-2018 07:00","13.880","250.500","13.170","251.000"
"Prentiss","19-January-2018 08:00","12.880","246.800","13.450","246.400"
"Prentiss","19-January-2018 09:00","12.900","259.200","13.150","262.100"
"Prentiss","19-January-2018 10:00","14.460","231.900","14.180","237.800"
"Prentiss","19-January-2018 11:00","12.330","252.300","12.230","244.200"
"Prentiss","19-January-2018 12:00","12.720","241.000","11.230","251.500"
"Prentiss","19-January-2018 13:00","11.490","244.900","12.210","244.300"
"Prentiss","19-January-2018 14:00","8.600","245.000","9.870","258.500"
"Prentiss","19-January-2018 15:00","7.605","248.500","7.901","246.300"
"Prentiss","19-January-2018 16:00","7.936","268.400","9.050","259.200"
"Prentiss","19-January-2018 17:00","11.010","244.500","10.430","251.900"
"Prentiss","19-January-2018 18:00","7.577","254.900","10.010","241.900"
"Prentiss","19-January-2018 19:00","9.420","259.100","9.050","253.000"
"Prentiss","19-January-2018 20:00","11.990","253.700","10.860","253.300"
"Prentiss","19-January-2018 21:00","6.907","316.800","10.770","241.800"
"Prentiss","19-January-2018 22:00","9.900","269.000","9.170","270.900"
"Prentiss","19-January-2018 23:00","9.730","266.700","8.640","266.600"
"Prentiss","20-January-2018 00:00","9.120","276.200","9.040","280.700"
"Prentiss","20-January-2018 01:00","8.760","288.700","9.220","280.000"
"Prentiss","20-January-2018 02:00","9.420","263.800","9.330","267.500"
"Prentiss","20-January-2018 03:00","11.380","252.000","10.340","259.300"
"Prentiss","20-January-2018 04:00","9.830","276.900","10.860","261.400"
"Prentiss","20-January-2018 05:00","14.050","231.300","10.830","244.100"
"Prentiss","20-January-2018 06:00","16.890","224.200","16.810","221.800"
"Prentiss","20-January-2018 07:00","16.910","225.800","16.810","224.200"
"Prentiss","20-January-2018 08:00","17.750","226.800","15.900","229.200"
"Prentiss","20-January-2018 09:00","14.420","240.400","14.360","236.100"
"Prentiss","20-January-2018 10:00","5.055","227.300","5.228","226.500"
"Prentiss","20-January-2018 11:00","3.081","174.600","2.905","195.700"
"Prentiss","20-January-2018 12:00","4.131","141.700","2.703","128.900"
"Prentiss","20-January-2018 13:00","2.587","145.000","1.920","131.400"
"Prentiss","20-January-2018 14:00","2.719","139.700","3.325","137.200"
"Prentiss","20-January-2018 15:00","3.996","247.500","3.111","227.300"
"Prentiss","20-January-2018 16:00","1.348","273.600","2.221","290.000"
"Prentiss","20-January-2018 17:00","5.055","240.600","3.424","270.900"
"Prentiss","20-January-2018 18:00","11.180","269.500","11.630","249.000"
"Prentiss","20-January-2018 19:00","12.490","274.500","13.130","261.500"
"Prentiss","20-January-2018 20:00","5.831","249.800","10.330","270.100"
"Prentiss","20-January-2018 21:00","11.610","238.800","9.520","245.800"
"Prentiss","20-January-2018 22:00","13.330","269.700","11.320","257.500"
"Prentiss","20-January-2018 23:00","14.460","239.500","13.810","245.700"
"Prentiss","21-January-2018 00:00","12.880","238.200","14.520","238.700"
"Prentiss","21-January-2018 01:00","14.580","236.700","14.270","238.100"
"Prentiss","21-January-2018 02:00","11.600","245.200","11.930","245.100"
"Prentiss","21-January-2018 03:00","16.820","230.600","16.500","230.800"
"Prentiss","21-January-2018 04:00","13.970","234.000","14.660","234.500"
"Prentiss","21-January-2018 05:00","17.320","232.800","17.790","230.300"
"Prentiss","21-January-2018 06:00","17.160","223.200","17.270","229.300"
"Prentiss","21-January-2018 07:00","8.030","136.400","12.150","195.700"
"Prentiss","21-January-2018 08:00","4.416","116.400","5.205","118.000"
"Prentiss","21-January-2018 09:00","6.279","97.800","4.853","120.500"
"Prentiss","21-January-2018 10:00","4.963","141.900","4.157","117.000"
"Prentiss","21-January-2018 11:00","6.311","143.600","6.201","148.100"
"Prentiss","21-January-2018 12:00","7.204","117.100","6.996","124.700"
"Prentiss","21-January-2018 13:00","8.950","112.300","7.999","112.900"
"Prentiss","21-January-2018 14:00","13.190","160.900","11.460","136.800"
"Prentiss","21-January-2018 15:00","15.460","133.600","13.800","148.000"
"Prentiss","21-January-2018 16:00","12.050","130.500","12.340","131.700"
"Prentiss","21-January-2018 17:00","12.410","110.200","11.010","125.200"
"Prentiss","21-January-2018 18:00","10.130","130.900","10.560","137.500"
"Prentiss","21-January-2018 19:00","8.310","139.400","10.510","143.300"
"Prentiss","21-January-2018 20:00","12.030","161.700","9.470","137.700"
"Prentiss","21-January-2018 21:00","17.170","205.700","10.370","165.600"
"Prentiss","21-January-2018 22:00","28.510","227.500","22.600","216.300"
"Prentiss","21-January-2018 23:00","13.050","293.300","18.770","266.700"
"Prentiss","22-January-2018 00:00","15.880","267.400","14.020","272.300"
"Prentiss","22-January-2018 01:00","15.190","268.300","15.140","269.800"
"Prentiss","22-January-2018 02:00","17.950","248.000","14.790","250.300"
"Prentiss","22-January-2018 03:00","14.740","260.900","17.410","259.900"
"Prentiss","22-January-2018 04:00","12.260","311.900","12.980","272.300"
"Prentiss","22-January-2018 05:00","9.730","297.400","12.420","300.300"
"Prentiss","22-January-2018 06:00","10.430","319.400","10.360","298.400"
"Prentiss","22-January-2018 07:00","1.968","209.200","4.239","351.600"
"Prentiss","22-January-2018 08:00","14.780","276.100","10.540","263.600"
"Prentiss","22-January-2018 09:00","16.450","281.300","15.620","277.600"
"Prentiss","22-January-2018 10:00","17.290","279.000","15.580","280.200"
"Prentiss","22-January-2018 11:00","11.170","297.100","13.190","283.600"
