"Station Name","Date (Local Standard Time)","Wind Speed 10 m Inst. (km/h)","Wind Dir. 10 m Inst. (�)","Wind Speed 10 m Ave. (km/h)","Wind Dir. 10 m Ave. (�)"
"Prentiss","01-December-2017 00:00","15.420","266.200","13.560","259.700"
"Prentiss","01-December-2017 01:00","14.000","274.700","14.580","269.900"
"Prentiss","01-December-2017 02:00","13.750","263.200","14.200","268.200"
"Prentiss","01-December-2017 03:00","12.130","270.200","13.200","263.700"
"Prentiss","01-December-2017 04:00","12.180","274.800","12.720","266.600"
"Prentiss","01-December-2017 05:00","5.866","182.700","5.850","270.800"
"Prentiss","01-December-2017 06:00","17.260","213.900","12.590","209.000"
"Prentiss","01-December-2017 07:00","15.560","200.200","15.650","207.600"
"Prentiss","01-December-2017 08:00","15.820","203.400","14.580","202.300"
"Prentiss","01-December-2017 09:00","15.430","200.500","15.940","203.300"
"Prentiss","01-December-2017 10:00","16.650","205.400","15.290","203.700"
"Prentiss","01-December-2017 11:00","17.090","213.400","17.690","210.100"
"Prentiss","01-December-2017 12:00","14.290","207.600","18.240","221.800"
"Prentiss","01-December-2017 13:00","15.950","214.000","15.880","223.000"
"Prentiss","01-December-2017 14:00","20.970","229.200","18.970","224.100"
"Prentiss","01-December-2017 15:00","18.580","241.800","19.750","234.000"
"Prentiss","01-December-2017 16:00","6.165","246.600","10.240","245.700"
"Prentiss","01-December-2017 17:00","11.780","203.200","12.490","209.800"
"Prentiss","01-December-2017 18:00","14.660","200.500","13.860","202.600"
"Prentiss","01-December-2017 19:00","17.150","242.000","17.480","223.800"
"Prentiss","01-December-2017 20:00","17.560","255.700","18.300","254.100"
"Prentiss","01-December-2017 21:00","24.240","321.800","18.930","268.500"
"Prentiss","01-December-2017 22:00","10.340","316.000","15.130","322.100"
"Prentiss","01-December-2017 23:00","8.620","306.600","11.760","317.200"
"Prentiss","02-December-2017 00:00","9.450","280.900","10.100","278.600"
"Prentiss","02-December-2017 01:00","8.650","274.900","8.050","278.200"
"Prentiss","02-December-2017 02:00","9.750","252.000","9.320","275.200"
"Prentiss","02-December-2017 03:00","11.650","235.100","7.877","244.700"
"Prentiss","02-December-2017 04:00","9.520","258.800","10.760","240.400"
"Prentiss","02-December-2017 05:00","7.153","309.500","8.750","251.300"
"Prentiss","02-December-2017 06:00","3.212","18.180","3.356","306.100"
"Prentiss","02-December-2017 07:00","4.873","59.690","3.753","49.470"
"Prentiss","02-December-2017 08:00","9.800","88.800","7.948","82.300"
"Prentiss","02-December-2017 09:00","9.700","266.400","9.040","342.900"
"Prentiss","02-December-2017 10:00","7.494","32.920","8.030","357.100"
"Prentiss","02-December-2017 11:00","11.080","33.040","9.260","36.750"
"Prentiss","02-December-2017 12:00","11.760","57.190","11.770","58.150"
"Prentiss","02-December-2017 13:00","5.593","79.150","8.070","68.260"
"Prentiss","02-December-2017 14:00","9.890","329.500","10.340","340.700"
"Prentiss","02-December-2017 15:00","0.471","285.600","4.448","312.000"
"Prentiss","02-December-2017 16:00","3.485","125.800","3.740","156.300"
"Prentiss","02-December-2017 17:00","2.814","153.000","1.685","164.000"
"Prentiss","02-December-2017 18:00","7.835","179.400","4.835","164.900"
"Prentiss","02-December-2017 19:00","4.287","203.100","7.049","184.700"
"Prentiss","02-December-2017 20:00","11.020","207.600","10.280","200.200"
"Prentiss","02-December-2017 21:00","8.090","219.500","9.560","209.100"
"Prentiss","02-December-2017 22:00","16.350","219.100","10.980","222.000"
"Prentiss","02-December-2017 23:00","12.720","215.700","15.390","215.100"
"Prentiss","03-December-2017 00:00","15.680","198.700","13.320","205.500"
"Prentiss","03-December-2017 01:00","11.020","194.200","13.380","195.900"
"Prentiss","03-December-2017 02:00","5.165","259.000","7.885","200.500"
"Prentiss","03-December-2017 03:00","2.600","339.100","3.350","235.300"
"Prentiss","03-December-2017 04:00","3.029","269.000","5.197","248.900"
"Prentiss","03-December-2017 05:00","8.660","193.300","8.340","209.000"
"Prentiss","03-December-2017 06:00","11.600","303.700","9.840","235.200"
"Prentiss","03-December-2017 07:00","8.120","301.900","8.860","312.200"
"Prentiss","03-December-2017 08:00","10.680","293.100","9.970","296.900"
"Prentiss","03-December-2017 09:00","11.010","333.600","10.030","308.900"
"Prentiss","03-December-2017 10:00","16.790","324.500","16.100","344.100"
"Prentiss","03-December-2017 11:00","15.360","310.900","14.850","316.200"
"Prentiss","03-December-2017 12:00","10.730","295.300","13.560","304.600"
"Prentiss","03-December-2017 13:00","12.070","280.500","12.070","286.900"
"Prentiss","03-December-2017 14:00","13.690","270.400","12.830","278.000"
"Prentiss","03-December-2017 15:00","14.400","277.500","14.750","269.600"
"Prentiss","03-December-2017 16:00","11.810","279.100","13.000","278.600"
"Prentiss","03-December-2017 17:00","11.130","276.800","11.930","288.800"
"Prentiss","03-December-2017 18:00","11.220","274.900","11.810","272.000"
"Prentiss","03-December-2017 19:00","12.650","278.900","11.820","276.300"
"Prentiss","03-December-2017 20:00","12.320","271.900","12.390","272.300"
"Prentiss","03-December-2017 21:00","12.430","268.100","12.810","272.500"
"Prentiss","03-December-2017 22:00","11.450","255.600","12.010","265.100"
"Prentiss","03-December-2017 23:00","16.010","253.100","13.380","257.400"
"Prentiss","04-December-2017 00:00","15.760","254.000","14.900","254.400"
"Prentiss","04-December-2017 01:00","13.740","267.600","16.600","256.500"
"Prentiss","04-December-2017 02:00","12.510","273.100","15.420","266.900"
"Prentiss","04-December-2017 03:00","11.350","279.300","11.540","275.400"
"Prentiss","04-December-2017 04:00","11.300","284.100","12.790","281.600"
"Prentiss","04-December-2017 05:00","13.390","294.500","12.630","289.800"
"Prentiss","04-December-2017 06:00","14.400","293.200","13.670","291.700"
"Prentiss","04-December-2017 07:00","13.690","288.900","13.650","291.700"
"Prentiss","04-December-2017 08:00","12.600","287.100","13.170","286.200"
"Prentiss","04-December-2017 09:00","11.890","268.400","10.700","274.100"
"Prentiss","04-December-2017 10:00","10.500","262.600","10.110","269.400"
"Prentiss","04-December-2017 11:00","12.010","265.200","11.770","265.100"
"Prentiss","04-December-2017 12:00","11.850","270.500","12.450","265.700"
"Prentiss","04-December-2017 13:00","14.130","263.000","13.930","270.700"
"Prentiss","04-December-2017 14:00","13.900","259.100","14.310","258.400"
"Prentiss","04-December-2017 15:00","17.920","263.700","16.980","260.800"
"Prentiss","04-December-2017 16:00","16.450","288.000","16.980","280.800"
"Prentiss","04-December-2017 17:00","10.580","272.800","14.660","280.300"
"Prentiss","04-December-2017 18:00","13.700","239.800","11.840","244.300"
"Prentiss","04-December-2017 19:00","9.200","252.600","10.060","242.900"
"Prentiss","04-December-2017 20:00","15.860","232.800","14.770","233.100"
"Prentiss","04-December-2017 21:00","16.920","264.800","15.500","244.500"
"Prentiss","04-December-2017 22:00","14.470","289.800","14.880","286.100"
"Prentiss","04-December-2017 23:00","12.660","283.600","13.120","290.100"
"Prentiss","05-December-2017 00:00","15.900","281.900","13.820","280.100"
"Prentiss","05-December-2017 01:00","18.580","289.400","17.430","286.200"
"Prentiss","05-December-2017 02:00","18.880","310.400","18.830","302.100"
"Prentiss","05-December-2017 03:00","27.340","312.200","22.950","311.800"
"Prentiss","05-December-2017 04:00","33.610","316.400","24.450",""
"Prentiss","05-December-2017 05:00","21.100","318.100","25.940","313.800"
"Prentiss","05-December-2017 06:00","17.170","308.900","18.250","314.800"
"Prentiss","05-December-2017 07:00","20.020","313.500","18.400","311.300"
"Prentiss","05-December-2017 08:00","30.040","320.500","25.760","320.600"
"Prentiss","05-December-2017 09:00","26.640","318.200","28.810","321.800"
"Prentiss","05-December-2017 10:00","30.210","310.600","26.120","313.900"
"Prentiss","05-December-2017 11:00","27.620","311.700","28.460","312.600"
"Prentiss","05-December-2017 12:00","35.460","319.800","29.140","316.300"
"Prentiss","05-December-2017 13:00","38.140","323.500","38.830","323.000"
"Prentiss","05-December-2017 14:00","40.360","323.600","38.100","322.300"
"Prentiss","05-December-2017 15:00","35.430","325.300","35.200","324.600"
"Prentiss","05-December-2017 16:00","37.830","325.300","35.580","323.000"
"Prentiss","05-December-2017 17:00","25.440","318.400","31.500","322.500"
"Prentiss","05-December-2017 18:00","17.890","306.600","22.400","315.400"
"Prentiss","05-December-2017 19:00","19.620","304.100","18.110","300.100"
"Prentiss","05-December-2017 20:00","15.710","295.900","19.100","305.500"
"Prentiss","05-December-2017 21:00","17.660","293.700","16.680","290.000"
"Prentiss","05-December-2017 22:00","19.410","308.400","17.300","300.200"
"Prentiss","05-December-2017 23:00","14.050","295.700","17.950","302.400"
"Prentiss","06-December-2017 00:00","15.250","289.800","14.460","289.000"
"Prentiss","06-December-2017 01:00","17.090","300.600","15.700","297.300"
"Prentiss","06-December-2017 02:00","15.450","294.100","15.750","296.600"
"Prentiss","06-December-2017 03:00","14.320","278.400","14.480","287.000"
"Prentiss","06-December-2017 04:00","14.970","281.200","14.960","284.600"
"Prentiss","06-December-2017 05:00","13.770","290.000","14.620","287.000"
"Prentiss","06-December-2017 06:00","14.500","283.500","14.130","287.100"
"Prentiss","06-December-2017 07:00","14.750","274.400","15.030","276.300"
"Prentiss","06-December-2017 08:00","17.250","271.300","16.400","273.800"
"Prentiss","06-December-2017 09:00","15.490","268.600","16.520","273.400"
"Prentiss","06-December-2017 10:00","13.750","272.600","14.980","268.400"
"Prentiss","06-December-2017 11:00","13.700","262.300","13.790","268.500"
"Prentiss","06-December-2017 12:00","13.920","250.000","13.760","258.400"
"Prentiss","06-December-2017 13:00","15.550","244.900","16.350","246.400"
"Prentiss","06-December-2017 14:00","14.670","250.800","15.020","246.000"
"Prentiss","06-December-2017 15:00","14.730","249.400","14.670","252.200"
"Prentiss","06-December-2017 16:00","16.270","234.500","16.620","238.200"
"Prentiss","06-December-2017 17:00","11.550","250.600","13.820","243.800"
"Prentiss","06-December-2017 18:00","19.080","271.400","15.060","263.100"
"Prentiss","06-December-2017 19:00","14.400","291.300","17.460","279.700"
"Prentiss","06-December-2017 20:00","15.880","275.900","15.760","280.500"
"Prentiss","06-December-2017 21:00","18.160","286.600","19.020","282.400"
"Prentiss","06-December-2017 22:00","17.430","279.100","17.480","282.300"
"Prentiss","06-December-2017 23:00","21.500","282.300","18.760","279.600"
"Prentiss","07-December-2017 00:00","19.170","281.400","20.290","282.400"
"Prentiss","07-December-2017 01:00","18.770","284.600","18.970","284.600"
"Prentiss","07-December-2017 02:00","17.940","280.200","18.010","282.000"
"Prentiss","07-December-2017 03:00","15.740","273.200","16.130","276.400"
"Prentiss","07-December-2017 04:00","17.570","273.900","17.330","272.100"
"Prentiss","07-December-2017 05:00","20.270","279.600","18.500","279.000"
"Prentiss","07-December-2017 06:00","19.660","285.600","19.470","282.100"
"Prentiss","07-December-2017 07:00","18.410","279.800","19.480","284.900"
"Prentiss","07-December-2017 08:00","20.440","288.100","18.090","281.800"
"Prentiss","07-December-2017 09:00","20.610","286.100","18.760","288.200"
"Prentiss","07-December-2017 10:00","26.090","281.600","24.140","281.900"
"Prentiss","07-December-2017 11:00","23.880","283.800","24.360","283.800"
"Prentiss","07-December-2017 12:00","19.450","280.800","20.720","284.300"
"Prentiss","07-December-2017 13:00","16.390","276.900","18.310","280.800"
"Prentiss","07-December-2017 14:00","15.920","277.700","15.760","275.700"
"Prentiss","07-December-2017 15:00","19.430","284.900","17.880","283.900"
"Prentiss","07-December-2017 16:00","14.970","289.600","17.170","285.500"
"Prentiss","07-December-2017 17:00","14.710","275.000","13.540","270.600"
"Prentiss","07-December-2017 18:00","13.770","278.400","14.760","281.900"
"Prentiss","07-December-2017 19:00","16.700","277.600","16.010","278.600"
"Prentiss","07-December-2017 20:00","15.360","307.400","16.000","286.200"
"Prentiss","07-December-2017 21:00","15.610","282.100","16.100","294.200"
"Prentiss","07-December-2017 22:00","16.270","276.400","16.460","278.100"
"Prentiss","07-December-2017 23:00","16.390","277.500","16.670","277.100"
"Prentiss","08-December-2017 00:00","16.190","275.400","16.430","278.200"
"Prentiss","08-December-2017 01:00","15.410","274.300","16.310","274.400"
"Prentiss","08-December-2017 02:00","14.700","269.000","15.060","273.200"
"Prentiss","08-December-2017 03:00","13.830","256.000","14.220","260.600"
"Prentiss","08-December-2017 04:00","14.330","263.000","13.760","258.100"
"Prentiss","08-December-2017 05:00","14.760","246.300","12.810","256.900"
"Prentiss","08-December-2017 06:00","15.250","244.500","14.240","248.000"
"Prentiss","08-December-2017 07:00","16.640","244.000","15.810","252.800"
"Prentiss","08-December-2017 08:00","20.400","252.200","19.270","251.500"
"Prentiss","08-December-2017 09:00","17.650","266.600","18.670","256.200"
"Prentiss","08-December-2017 10:00","14.040","261.800","16.100","269.300"
"Prentiss","08-December-2017 11:00","18.650","246.500","15.460","253.900"
"Prentiss","08-December-2017 12:00","13.120","259.300","16.700","255.900"
"Prentiss","08-December-2017 13:00","16.050","257.900","14.750","251.500"
"Prentiss","08-December-2017 14:00","16.590","270.000","15.230","271.900"
"Prentiss","08-December-2017 15:00","16.910","281.200","15.270","277.600"
"Prentiss","08-December-2017 16:00","15.750","265.800","15.330","271.200"
"Prentiss","08-December-2017 17:00","16.640","234.700","15.770","241.100"
"Prentiss","08-December-2017 18:00","13.270","253.500","13.230","247.600"
"Prentiss","08-December-2017 19:00","13.470","258.600","13.690","255.000"
"Prentiss","08-December-2017 20:00","16.910","239.800","14.700","255.500"
"Prentiss","08-December-2017 21:00","16.450","266.800","15.700","255.000"
"Prentiss","08-December-2017 22:00","15.430","262.100","15.560","264.700"
"Prentiss","08-December-2017 23:00","17.210","253.500","16.270","257.900"
"Prentiss","09-December-2017 00:00","13.840","256.500","15.020","254.300"
"Prentiss","09-December-2017 01:00","16.720","253.700","17.500","251.200"
"Prentiss","09-December-2017 02:00","18.240","243.900","17.660","245.900"
"Prentiss","09-December-2017 03:00","18.930","239.900","19.000","241.800"
"Prentiss","09-December-2017 04:00","19.630","248.000","19.470","243.300"
"Prentiss","09-December-2017 05:00","17.870","251.500","17.390","254.200"
"Prentiss","09-December-2017 06:00","15.060","273.600","18.100","263.100"
"Prentiss","09-December-2017 07:00","19.000","264.300","17.280","267.300"
"Prentiss","09-December-2017 08:00","20.440","266.100","18.660","265.800"
"Prentiss","09-December-2017 09:00","20.100","262.600","18.590","263.300"
"Prentiss","09-December-2017 10:00","20.120","256.200","19.080","258.400"
"Prentiss","09-December-2017 11:00","18.360","247.500","18.540","257.000"
"Prentiss","09-December-2017 12:00","16.510","266.700","16.150","255.800"
"Prentiss","09-December-2017 13:00","15.300","253.300","15.270","262.200"
"Prentiss","09-December-2017 14:00","15.360","241.900","15.800","243.900"
"Prentiss","09-December-2017 15:00","14.380","243.100","15.680","244.500"
"Prentiss","09-December-2017 16:00","17.200","242.100","16.160","243.000"
"Prentiss","09-December-2017 17:00","17.190","235.100","16.630","240.000"
"Prentiss","09-December-2017 18:00","12.560","256.600","14.400","245.500"
"Prentiss","09-December-2017 19:00","15.090","247.200","12.790","254.500"
"Prentiss","09-December-2017 20:00","14.610","254.200","15.680","248.600"
"Prentiss","09-December-2017 21:00","16.460","254.300","15.350","251.900"
"Prentiss","09-December-2017 22:00","13.860","258.100","14.920","260.200"
"Prentiss","09-December-2017 23:00","11.180","259.300","12.170","267.300"
"Prentiss","10-December-2017 00:00","11.120","256.700","12.960","269.400"
"Prentiss","10-December-2017 01:00","9.830","235.500","9.410","256.400"
"Prentiss","10-December-2017 02:00","12.200","270.000","11.540","257.200"
"Prentiss","10-December-2017 03:00","11.920","247.700","14.120","245.300"
"Prentiss","10-December-2017 04:00","20.290","226.500","16.800","234.900"
"Prentiss","10-December-2017 05:00","15.850","238.400","15.200","233.000"
"Prentiss","10-December-2017 06:00","15.440","255.100","15.330","246.400"
"Prentiss","10-December-2017 07:00","19.530","284.600","16.470","271.900"
"Prentiss","10-December-2017 08:00","19.040","291.600","15.620","293.600"
"Prentiss","10-December-2017 09:00","11.180","251.900","11.790","283.700"
"Prentiss","10-December-2017 10:00","17.620","254.700","16.960","251.300"
"Prentiss","10-December-2017 11:00","13.940","271.300","15.740","268.100"
"Prentiss","10-December-2017 12:00","13.950","272.100","14.210","271.200"
"Prentiss","10-December-2017 13:00","17.070","310.900","16.250","289.300"
"Prentiss","10-December-2017 14:00","28.710","331.200","28.440","327.000"
"Prentiss","10-December-2017 15:00","34.410","335.900","32.700","335.300"
"Prentiss","10-December-2017 16:00","27.610","346.200","27.340","344.900"
"Prentiss","10-December-2017 17:00","17.410","357.200","16.910","356.900"
"Prentiss","10-December-2017 18:00","20.420","337.000","20.850","348.500"
"Prentiss","10-December-2017 19:00","16.600","306.800","15.180","305.800"
"Prentiss","10-December-2017 20:00","17.270","314.600","15.550","301.400"
"Prentiss","10-December-2017 21:00","25.650","327.400","23.640","326.800"
"Prentiss","10-December-2017 22:00","15.850","284.400","18.960","310.400"
"Prentiss","10-December-2017 23:00","14.040","267.500","13.450","286.600"
"Prentiss","11-December-2017 00:00","13.140","275.700","14.590","270.000"
"Prentiss","11-December-2017 01:00","13.070","278.300","13.260","269.800"
"Prentiss","11-December-2017 02:00","15.110","256.000","13.820","261.700"
"Prentiss","11-December-2017 03:00","18.160","265.200","16.850","266.400"
"Prentiss","11-December-2017 04:00","20.980","265.900","15.960","260.100"
"Prentiss","11-December-2017 05:00","16.040","274.700","19.880","265.300"
"Prentiss","11-December-2017 06:00","17.370","257.400","17.580","266.100"
"Prentiss","11-December-2017 07:00","15.240","273.000","17.110","266.600"
"Prentiss","11-December-2017 08:00","11.730","257.400","14.860","260.500"
"Prentiss","11-December-2017 09:00","13.780","244.600","12.690","254.700"
"Prentiss","11-December-2017 10:00","11.860","239.600","13.870","244.900"
"Prentiss","11-December-2017 11:00","13.460","240.800","14.200","239.200"
"Prentiss","11-December-2017 12:00","14.990","237.600","12.910","238.200"
"Prentiss","11-December-2017 13:00","17.990","217.200","14.910","233.500"
"Prentiss","11-December-2017 14:00","17.770","229.700","17.050","222.100"
"Prentiss","11-December-2017 15:00","10.500","241.300","13.620","235.500"
"Prentiss","11-December-2017 16:00","14.950","236.300","14.230","238.600"
"Prentiss","11-December-2017 17:00","18.630","222.300","15.900","231.700"
"Prentiss","11-December-2017 18:00","17.880","219.900","17.380","222.300"
"Prentiss","11-December-2017 19:00","18.940","213.000","18.670","216.600"
"Prentiss","11-December-2017 20:00","18.450","217.300","18.840","215.500"
"Prentiss","11-December-2017 21:00","15.410","229.500","16.880","218.600"
"Prentiss","11-December-2017 22:00","13.380","237.800","12.220","239.000"
"Prentiss","11-December-2017 23:00","11.230","220.200","11.150","234.900"
"Prentiss","12-December-2017 00:00","20.520","220.700","18.090","215.800"
"Prentiss","12-December-2017 01:00","21.480","225.300","22.360","227.000"
"Prentiss","12-December-2017 02:00","22.210","223.500","21.580","225.200"
"Prentiss","12-December-2017 03:00","21.420","225.200","21.420","227.100"
"Prentiss","12-December-2017 04:00","18.530","242.800","19.770","224.800"
"Prentiss","12-December-2017 05:00","16.780","262.900","17.420","247.300"
"Prentiss","12-December-2017 06:00","16.350","260.700","16.690","265.700"
"Prentiss","12-December-2017 07:00","19.360","269.900","17.380","271.100"
"Prentiss","12-December-2017 08:00","20.110","292.900","20.220","284.100"
"Prentiss","12-December-2017 09:00","20.480","304.100","20.350","295.400"
"Prentiss","12-December-2017 10:00","17.640","294.400","17.610","298.500"
"Prentiss","12-December-2017 11:00","19.350","283.900","18.320","288.800"
"Prentiss","12-December-2017 12:00","21.130","304.400","20.600","292.300"
"Prentiss","12-December-2017 13:00","21.160","301.600","21.470","309.700"
"Prentiss","12-December-2017 14:00","32.170","312.300","27.230","304.700"
"Prentiss","12-December-2017 15:00","36.250","320.100","35.450","320.800"
"Prentiss","12-December-2017 16:00","35.190","320.600","36.190","321.700"
"Prentiss","12-December-2017 17:00","20.740","311.000","26.490","318.600"
"Prentiss","12-December-2017 18:00","18.720","310.100","18.920","309.500"
"Prentiss","12-December-2017 19:00","18.000","306.700","17.560","300.100"
"Prentiss","12-December-2017 20:00","16.770","308.700","17.810","310.100"
"Prentiss","12-December-2017 21:00","15.940","298.300","15.580","298.800"
"Prentiss","12-December-2017 22:00","16.330","300.800","17.110","296.400"
"Prentiss","12-December-2017 23:00","15.070","305.400","16.580","310.200"
"Prentiss","13-December-2017 00:00","14.230","276.300","14.180","284.500"
"Prentiss","13-December-2017 01:00","13.980","288.500","14.090","288.000"
"Prentiss","13-December-2017 02:00","13.790","295.400","13.220","293.900"
"Prentiss","13-December-2017 03:00","14.660","285.300","13.920","287.800"
"Prentiss","13-December-2017 04:00","15.540","279.700","14.600","283.300"
"Prentiss","13-December-2017 05:00","15.450","276.700","15.890","279.600"
"Prentiss","13-December-2017 06:00","16.400","283.000","16.010","281.000"
"Prentiss","13-December-2017 07:00","17.040","285.400","16.470","282.600"
"Prentiss","13-December-2017 08:00","15.580","282.300","16.360","280.900"
"Prentiss","13-December-2017 09:00","18.010","285.300","17.370","283.100"
"Prentiss","13-December-2017 10:00","16.370","277.500","17.410","278.600"
"Prentiss","13-December-2017 11:00","15.800","293.900","16.860","285.200"
"Prentiss","13-December-2017 12:00","26.310","310.700","22.040","307.200"
"Prentiss","13-December-2017 13:00","27.350","321.000","29.340","319.900"
"Prentiss","13-December-2017 14:00","20.220","313.900","23.890","318.600"
"Prentiss","13-December-2017 15:00","19.920","313.000","20.060","314.600"
"Prentiss","13-December-2017 16:00","21.730","310.500","22.160","310.700"
"Prentiss","13-December-2017 17:00","18.010","307.900","19.520","307.500"
"Prentiss","13-December-2017 18:00","22.090","309.600","21.920","307.200"
"Prentiss","13-December-2017 19:00","17.690","306.200","20.700","307.600"
"Prentiss","13-December-2017 20:00","13.640","294.300","13.120","293.700"
"Prentiss","13-December-2017 21:00","18.560","317.400","16.100","309.000"
"Prentiss","13-December-2017 22:00","21.130","325.000","20.400","324.400"
"Prentiss","13-December-2017 23:00","16.710","327.900","18.520","326.300"
"Prentiss","14-December-2017 00:00","11.120","283.700","13.890","308.400"
"Prentiss","14-December-2017 01:00","13.040","283.000","13.020","279.200"
"Prentiss","14-December-2017 02:00","12.300","284.000","12.770","284.300"
"Prentiss","14-December-2017 03:00","12.110","265.500","12.630","275.400"
"Prentiss","14-December-2017 04:00","11.030","254.000","11.800","260.300"
"Prentiss","14-December-2017 05:00","13.030","229.400","13.070","227.400"
"Prentiss","14-December-2017 06:00","11.860","218.700","12.220","227.600"
"Prentiss","14-December-2017 07:00","16.590","230.000","14.880","230.200"
"Prentiss","14-December-2017 08:00","16.830","235.700","14.940","239.800"
"Prentiss","14-December-2017 09:00","18.530","226.600","17.450","228.000"
"Prentiss","14-December-2017 10:00","19.750","218.000","18.210","222.500"
"Prentiss","14-December-2017 11:00","19.660","222.500","20.280","221.000"
"Prentiss","14-December-2017 12:00","12.870","242.000","15.460","234.000"
"Prentiss","14-December-2017 13:00","15.260","232.300","15.740","240.100"
"Prentiss","14-December-2017 14:00","13.950","245.900","14.550","241.900"
"Prentiss","14-December-2017 15:00","15.270","254.700","15.140","251.800"
"Prentiss","14-December-2017 16:00","15.960","228.900","16.450","242.000"
"Prentiss","14-December-2017 17:00","17.530","224.800","18.800","226.900"
"Prentiss","14-December-2017 18:00","16.890","257.500","14.620","248.300"
"Prentiss","14-December-2017 19:00","19.310","257.700","16.460","253.700"
"Prentiss","14-December-2017 20:00","16.610","238.200","15.550","246.800"
"Prentiss","14-December-2017 21:00","14.890","229.600","16.110","233.800"
"Prentiss","14-December-2017 22:00","13.520","243.400","16.430","240.400"
"Prentiss","14-December-2017 23:00","15.780","259.200","16.480","243.100"
"Prentiss","15-December-2017 00:00","22.290","217.000","18.730","228.400"
"Prentiss","15-December-2017 01:00","16.580","235.300","21.450","224.200"
"Prentiss","15-December-2017 02:00","16.250","246.800","15.850","250.500"
"Prentiss","15-December-2017 03:00","16.580","289.100","15.260","253.600"
"Prentiss","15-December-2017 04:00","20.850","329.900","18.300","315.900"
"Prentiss","15-December-2017 05:00","12.780","21.590","17.010","358.600"
"Prentiss","15-December-2017 06:00","18.500","346.800","16.370","354.400"
"Prentiss","15-December-2017 07:00","19.440","336.400","20.190","335.300"
"Prentiss","15-December-2017 08:00","23.450","346.800","20.560","337.000"
"Prentiss","15-December-2017 09:00","17.580","327.700","17.770","339.100"
"Prentiss","15-December-2017 10:00","23.980","335.400","19.930","333.200"
"Prentiss","15-December-2017 11:00","19.270","308.700","19.530","316.000"
"Prentiss","15-December-2017 12:00","18.980","290.200","22.440","305.800"
"Prentiss","15-December-2017 13:00","18.950","309.400","22.830","303.500"
"Prentiss","15-December-2017 14:00","15.510","309.700","17.360","307.600"
"Prentiss","15-December-2017 15:00","31.510","326.900","20.720","320.800"
"Prentiss","15-December-2017 16:00","31.480","343.600","27.930","333.700"
"Prentiss","15-December-2017 17:00","21.720","342.300","25.280","344.500"
"Prentiss","15-December-2017 18:00","30.660","345.200","27.730","351.100"
"Prentiss","15-December-2017 19:00","23.060","337.500","28.730","345.400"
"Prentiss","15-December-2017 20:00","14.210","297.300","18.280","318.700"
"Prentiss","15-December-2017 21:00","19.100","313.200","15.080","303.200"
"Prentiss","15-December-2017 22:00","21.330","304.800","20.500","309.800"
"Prentiss","15-December-2017 23:00","16.180","292.600","18.320","298.800"
"Prentiss","16-December-2017 00:00","16.840","284.300","17.980","284.800"
"Prentiss","16-December-2017 01:00","17.590","282.100","17.310","281.300"
"Prentiss","16-December-2017 02:00","18.940","290.100","19.430","286.200"
"Prentiss","16-December-2017 03:00","16.960","278.900","16.970","279.700"
"Prentiss","16-December-2017 04:00","15.650","279.500","15.350","277.900"
"Prentiss","16-December-2017 05:00","15.820","285.500","16.250","282.400"
"Prentiss","16-December-2017 06:00","13.530","274.500","14.760","281.000"
"Prentiss","16-December-2017 07:00","13.460","280.000","13.560","282.000"
"Prentiss","16-December-2017 08:00","13.580","271.900","13.380","274.400"
"Prentiss","16-December-2017 09:00","13.260","276.700","14.060","275.700"
"Prentiss","16-December-2017 10:00","15.480","279.700","13.460","277.000"
"Prentiss","16-December-2017 11:00","12.700","277.400","13.620","279.100"
"Prentiss","16-December-2017 12:00","10.820","289.200","13.560","281.100"
"Prentiss","16-December-2017 13:00","11.790","282.700","11.010","282.800"
"Prentiss","16-December-2017 14:00","11.420","222.800","11.050","236.000"
"Prentiss","16-December-2017 15:00","15.920","208.900","12.930","217.400"
"Prentiss","16-December-2017 16:00","14.580","206.100","13.530","204.600"
"Prentiss","16-December-2017 17:00","16.970","186.200","14.980","191.400"
"Prentiss","16-December-2017 18:00","17.550","196.300","17.950","189.500"
"Prentiss","16-December-2017 19:00","15.680","191.600","15.950","192.700"
"Prentiss","16-December-2017 20:00","13.860","196.300","14.380","194.500"
"Prentiss","16-December-2017 21:00","15.790","203.400","14.840","199.100"
"Prentiss","16-December-2017 22:00","17.500","216.700","16.130","210.000"
"Prentiss","16-December-2017 23:00","18.240","221.100","17.270","218.000"
"Prentiss","17-December-2017 00:00","20.360","216.700","19.050","220.100"
"Prentiss","17-December-2017 01:00","19.660","214.600","18.290","217.700"
"Prentiss","17-December-2017 02:00","19.250","210.100","19.630","214.200"
"Prentiss","17-December-2017 03:00","20.280","216.000","18.910","215.200"
"Prentiss","17-December-2017 04:00","12.750","237.100","17.260","224.400"
"Prentiss","17-December-2017 05:00","14.800","228.000","15.670","233.200"
"Prentiss","17-December-2017 06:00","17.990","230.800","16.710","221.100"
"Prentiss","17-December-2017 07:00","19.840","249.600","17.400","241.300"
"Prentiss","17-December-2017 08:00","17.340","235.200","19.250","239.800"
"Prentiss","17-December-2017 09:00","17.300","241.000","15.690","244.100"
"Prentiss","17-December-2017 10:00","17.900","247.700","18.350","246.300"
"Prentiss","17-December-2017 11:00","16.400","257.100","15.580","254.100"
"Prentiss","17-December-2017 12:00","20.670","267.000","17.420","266.400"
